Unnamed: 0	id	title	author	department	year	pages	FORREVIEW	tokenized_title
315	316	การศึกษาเปรียบเทียบผลการคุมประพฤติในกรณีที่ผู้ถูกคุมประพฤติ เคยผ่านและไม่เคยผ่านการสืบเสาะพินิจ 	อัญชลี สุวรรณวณิช 	คณะสังคมสงเคราะห์ศาสตร์ 	2532	190	0	['การ', 'ศึกษา', 'เปรียบเทียบ', 'ผล', 'การ', 'คุม', 'ประพฤติ', 'ใน', 'กรณี', 'ที่', 'ผู้', 'ถูก', 'คุม', 'ประพฤติ', ' ', 'เคย', 'ผ่าน', 'และ', 'ไม่', 'เคย', 'ผ่าน', 'การ', 'สืบเสาะพินิจ', ' ']
316	317	บทบาทของสำนักฝึกอบรม สถาบันบัณฑิตพัฒนบริหารศาสตร์ในการพัฒนากำลังคนภาครัฐ 	บุญจบ ลิ้มจำเริญ 	คณะรัฐศาสตร์ 	2533	145	0	['บทบาท', 'ของ', 'สำนัก', 'ฝึกอบรม', ' ', 'สถาบันบัณฑิตพัฒนบริหารศาสตร์', 'ใน', 'การ', 'พัฒนา', 'กำลัง', 'คน', 'ภาค', 'รัฐ', ' ']
317	318	ปัญหาและอุปสรรคในการปฏิบัติงานคุมประพฤติผุ้กระทำผิดที่เป็นผู้ใหญ่ 	อังคณา เมืองสมบูรณ์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2530	188	0	['ปัญหา', 'และ', 'อุปสรรค', 'ใน', 'การ', 'ปฏิบัติ', 'งาน', 'คุม', 'ประพฤติ', 'ผุ้', 'กระทำ', 'ผิด', 'ที่', 'เป็น', 'ผู้', 'ใหญ่', ' ']
318	319	ทัศนคติของข้าราชการที่มีต่อระบบการประเมินผลการปฏิบัติงาน 	พรพิมล สุวรรณิก 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2533	155	0	['ทัศนคติ', 'ของ', 'ข้า', 'ราชการ', 'ที่', 'มี', 'ต่อ', 'ระบบ', 'การ', 'ประเมิน', 'ผล', 'การ', 'ปฏิบัติ', 'งาน', ' ']
319	320	การศึกษาทัศนะของบุคลากรในกระบวนการยุติธรรมต่อการนำวิธีการควบคุม ผู้กระทำผิดโดยใช้เครื่องมืออิเล็กทรอนิคส์มาใช้ในประเทศไทย 	อรรณพ สุจริตฉันท์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2533	130	0	['การ', 'ศึกษา', 'ทัศนะ', 'ของ', 'บุคลากร', 'ใน', 'กระบวนการ', 'ยุติธรรม', 'ต่อ', 'การ', 'นำ', 'วิธี', 'การ', 'ควบคุม', ' ', 'ผู้', 'กระทำ', 'ผิด', 'โดย', 'ใช้', 'เครื่องมือ', 'อิเล็กทรอนิคส์', 'มา', 'ใช้', 'ใน', 'ประเทศไทย', ' ']
320	321	ผลกระทบของการย้ายงานต่อผู้ปฏิบัติงาน 	อรวรรณ สุกแสงแก้ว 	คณะสังคมสงเคราะห์ศาสตร์ 	2534	120	0	['ผล', 'กระทบ', 'ของ', 'การ', 'ย้าย', 'งาน', 'ต่อ', 'ผู้', 'ปฏิบัติ', 'งาน', ' ']
321	322	วิเคราะห์การปฏิบัติงานของพนักงานคุมประพฤติกรมราชทัณฑ์ 	เพลินใจ แต้เกษม 	คณะสังคมสงเคราะห์ศาสตร์ 	2531	117	0	['วิเคราะห์', 'การ', 'ปฏิบัติ', 'งาน', 'ของ', 'พนักงาน', 'คุม', 'ประพฤติ', 'กรมราชทัณฑ์', ' ']
322	323	ปัญหาการเลื่อนตำแหน่งข้าราชการตำรวจชั้นสัญญาบัตร 	ประเสริฐ สีตลาศัย 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2532	101	0	['ปัญหา', 'การ', 'เลื่อน', 'ตำแหน่ง', 'ข้า', 'ราชการ', 'ตำรวจ', 'ชั้น', 'สัญญาบัตร', ' ']
323	324	ทัศนะของนักวิชาการต่อการชะลอฟ้อง 	เพชรินทร์ ตั้งกิติวงศ์พร 	คณะสังคมสงเคราะห์ศาสตร์ 	2533	156	0	['ทัศนะ', 'ของ', 'นัก', 'วิชาการ', 'ต่อ', 'การ', 'ชะลอ', 'ฟ้อง', ' ']
324	325	การศึกษาความสัมพันธ์ระหว่างทัศนะของพนักงานคุมประพฤติและผู้พิพากษาที่มีต่อรายงานการสืบเสาะและพินิจ 	จงกลณี ชุมนุมพร 	คณะสังคมสงเคราะห์ศาสตร์ 	2531	208	0	['การ', 'ศึกษา', 'ความ', 'สัมพันธ์', 'ระหว่าง', 'ทัศนะ', 'ของ', 'พนักงาน', 'คุม', 'ประพฤติ', 'และ', 'ผู้', 'พิพากษา', 'ที่', 'มี', 'ต่อ', 'รายงาน', 'การ', 'สืบเสาะ', 'และ', 'พินิจ', ' ']
325	326	ทัศนคติทางการเมืองของกำนันผู้ใหญ่บ้าน 	สมบุญ สังขกุญชร 	คณะรัฐศาสตร์ 	2532	118	0	['ทัศนคติ', 'ทาง', 'การ', 'เมือง', 'ของ', 'กำนัน', 'ผู้', 'ใหญ่', 'บ้าน', ' ']
326	327	ทัศนคติของจ่าศาลในการบริหารงานยุติธรรม 	วิชา มหาคุณ 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2534	109	0	['ทัศนคติ', 'ของ', 'จ่าศาล', 'ใน', 'การ', 'บริหาร', 'งาน', 'ยุติธรรม', ' ']
327	328	แนวทางในการให้สงเคราะห์ภายหลังปล่อยแก่เด็กและเยาวชน 	กฤษณา อิสสระเสรี 	คณะสังคมสงเคราะห์ศาสตร์ 	2530	185	0	['แนวทาง', 'ใน', 'การ', 'ให้', 'สงเคราะห์', 'ภาย', 'หลัง', 'ปล่อย', 'แก่', 'เด็ก', 'และ', 'เยาวชน', ' ']
328	329	วิเคราะห์บทบาทของอนุศาสนจารย์ในการแก้ไขพฤติกรรมผู้ต้องขัง 	โศรยา ฤทธิอร่าม 	คณะสังคมสงเคราะห์ศาสตร์ 	2533	114	0	['วิเคราะห์', 'บทบาท', 'ของ', 'อนุศาสนจารย์', 'ใน', 'การ', 'แก้ไข', 'พฤติกรรม', 'ผู้', 'ต้อง', 'ขัง', ' ']
329	330	ความสนใจและความรู้สึกมีสมรรถนะทางการเมืองของข้าราชการไทย 	ศักดิ์ชัย ประจง 	สาขาวิชาการปกครอง คณะรัฐศาสตร์ 	2531	102	0	['ความ', 'สนใจ', 'และ', 'ความ', 'รู้สึก', 'มี', 'สมรรถนะ', 'ทาง', 'การ', 'เมือง', 'ของ', 'ข้า', 'ราชการ', 'ไทย', ' ']
330	331	การปฏิบัติตามข้อกำหนดมาตรฐานขั้นต่ำของสหประชาชาติ ว่าด้วยการปฏิบัติต่อผู้ต้องขังของเรือนจำในประเทศไทย 	อารีลักษณ์ สินธพพันธุ์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2531	160	0	['การ', 'ปฏิบัติ', 'ตาม', 'ข้อ', 'กำหนด', 'มาตรฐาน', 'ขั้น', 'ต่ำ', 'ของ', 'สหประชาชาติ', ' ', 'ว่า', 'ด้วย', 'การ', 'ปฏิบัติ', 'ต่อ', 'ผู้', 'ต้อง', 'ขัง', 'ของ', 'เรือนจำ', 'ใน', 'ประเทศไทย', ' ']
331	332	วิวัฒนาการและบทบาทของเครื่องแบบข้าราชการในการบริหารราชการไทย 	อภิสิทธิ์ ไล่สัตรูไกล 	คณะรัฐศาสตร์ 	2535	117	0	['วิวัฒนาการ', 'และ', 'บทบาท', 'ของ', 'เครื่องแบบ', 'ข้า', 'ราชการ', 'ใน', 'การ', 'บริหาร', 'ราชการ', 'ไทย', ' ']
332	333	ความเข้าใจและความคาดหวังต่อการฝึกอบรมเพื่อการพัฒนาตนเอง 	กรกนก วงศ์พันธุ์เศรษฐ์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2535	152	0	['ความ', 'เข้าใจ', 'และ', 'ความ', 'คาดหวัง', 'ต่อ', 'การ', 'ฝึกอบรม', 'เพื่อ', 'การ', 'พัฒนา', 'ตน', 'เอง', ' ']
333	334	การศึกษาปัจจัยที่มีอิทธิพลต่อคุณภาพชีวิตการทำงานของข้าราชการ 	สุทิน สายสงวน 	คณะสังคมวิทยาและมานุษยวิทยา 	2533	130	0	['การ', 'ศึกษา', 'ปัจจัย', 'ที่', 'มี', 'อิทธิพล', 'ต่อ', 'คุณภาพ', 'ชีวิต', 'การ', 'ทำ', 'งาน', 'ของ', 'ข้า', 'ราชการ', ' ']
334	335	การวิเคราะห์การดำเนินงานของสถานพินิจและคุ้มครองเด็กกลาง 	รุ่งทิวา บุญสิทธิ์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2530	253	0	['การ', 'วิเคราะห์', 'การ', 'ดำเนิน', 'งาน', 'ของ', 'สถานพินิจ', 'และ', 'คุ้มครอง', 'เด็ก', 'กลาง', ' ']
335	336	การเลือกสรรข้าราชการกรมการปกครอง กระทรวงมหาดไทย พ.ศ.2491-2525 	ปิยะธิดา ลาภเกษร 	คณะศิลปศาสตร์ 	2533	146	0	['การ', 'เลือก', 'สรร', 'ข้า', 'ราชการ', 'กรมการปกครอง', ' ', 'กระทรวงมหาดไทย', ' ', 'พ.ศ.', '2491', '-', '2525', ' ']
336	337	แนวทางในการพัฒนาบทบาทและหน้าที่ของบุคลากร 	ดวงพร อุกฤษณ์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2534	255	0	['แนวทาง', 'ใน', 'การ', 'พัฒนา', 'บทบาท', 'และ', 'หน้าที่', 'ของ', 'บุคลากร', ' ']
337	338	ความพึงพอใจในการปฏิบัติหน้าที่ราชการของรองผู้กำกับการ (สอบสวน) กองบัญชาการตำรวจนครบาลโดยอาศัยตัวแปรภูมิหลังทางสังคมเศรษฐกิจ 	ปราโมทย์ ใหญ่อรุณ 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2534	125	0	['ความ', 'พึงพอใจ', 'ใน', 'การ', 'ปฏิบัติ', 'หน้าที่', 'ราชการ', 'ของ', 'รอง', 'ผู้', 'กำกับการ', ' ', '(', 'สอบสวน', ')', ' ', 'กองบัญชาการตำรวจนครบาล', 'โดย', 'อาศัย', 'ตัว', 'แปร', 'ภูมิ', 'หลัง', 'ทาง', 'สังคม', 'เศรษฐกิจ', ' ']
338	339	การศึกษาทัศนะของบุคลากรที่เกี่ยวข้องในกระบวนการยุติธรรมต่อการนำศูนย์ควบคุมมาใช้ในประเทศไทย 	ระวีวรรณ กนิษฐดิษ 	คณะสังคมสงเคราะหศาสตร์ 	2531	117	0	['การ', 'ศึกษา', 'ทัศนะ', 'ของ', 'บุคลากร', 'ที่', 'เกี่ยวข้อง', 'ใน', 'กระบวนการ', 'ยุติธรรม', 'ต่อ', 'การ', 'นำ', 'ศูนย์', 'ควบคุม', 'มา', 'ใช้', 'ใน', 'ประเทศไทย', ' ']
339	340	ความพึงพอใจในการปฏิบัติหน้าที่ราชการของสารวัตรในสำนักงานตำรวจสันติบาล กรมตำรวจ 	ประสาน บุญเหมือน 	คณะสังคมสงเคราะห์ 	2535	172	0	['ความ', 'พึงพอใจ', 'ใน', 'การ', 'ปฏิบัติ', 'หน้าที่', 'ราชการ', 'ของ', 'สารวัตร', 'ใน', 'สำนักงานตำรวจสันติบาล', ' ', 'กรมตำรวจ', ' ']
340	341	โทษประหารชีวิตในทัศนะของพระอาจารย์ผู้สอน ที่มหาจุฬาลงกรณราชวิทยาลัยและสภาการศึกษามหามกุฎราชวิทยาลัย 	บงกช สัจจานิตย์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2534	135	0	['โทษ', 'ประหาร', 'ชีวิต', 'ใน', 'ทัศนะ', 'ของ', 'พระอาจารย์', 'ผู้', 'สอน', ' ', 'ที่', 'มหาจุฬาลงกรณราชวิทยาลัย', 'และ', 'สภา', 'การศึกษามหามกุฎราชวิทยาลัย', ' ']
341	342	ความพึงพอใจของข้าราชการวิทยาลัยป้องกันราชอาณาจักรเกี่ยวกับสวัสดิการ 	บุญศักดิ์ กำแหงฤทธิรงค์ 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2534	86	0	['ความ', 'พึงพอใจ', 'ของ', 'ข้า', 'ราชการ', 'วิทยาลัยป้องกัน', 'ราชอาณาจักร', 'เกี่ยว', 'กับ', 'สวัสดิการ', ' ']
342	343	ความคาดหวังทางการศึกษาของนักเรียนชั้นมัธยมศึกษาปีที่ 3 	กรรณิกา นาควัชระ 	คณะสังคมสงเคราะห์ศาสตร์ 	2534	125	0	['ความ', 'คาดหวัง', 'ทาง', 'การ', 'ศึกษา', 'ของ', 'นัก', 'เรียน', 'ชั้น', 'มัธยมศึกษา', 'ปี', 'ที่', ' ', '3', ' ']
343	344	การศึกษาประสิทธิภาพการปฏิบัติงานด้านพัฒนาของตำรวจตระเวนชายแดน 	สายเมือง วิรยศิริ 	คณะสังคมสงเคราะห์ศาสตร์ 	2534	200	0	['การ', 'ศึกษา', 'ประสิทธิภาพ', 'การ', 'ปฏิบัติ', 'งาน', 'ด้าน', 'พัฒนา', 'ของ', 'ตำรวจ', 'ตระเวน', 'ชายแดน', ' ']
344	345	การศึกษาเปรียบเทียบการนำประสบการณ์การเรียนรู้ทางด้านสุขศึกษาในโรงเรียน ไปใช้ในชีวิตประจำวันของนักเรียนชั้นประถมศึกษาปีที่ 6 ระหว่างโรงเรียนในและนอก เขตเทศบาลหรือสุขาภิบาล จังหวัดสุรินทร์ 	โกวิทย์ นิสดล 	คณะสังคมสงเคราะห์ศาสตร์ 	2534	213	0	['การ', 'ศึกษา', 'เปรียบเทียบ', 'การ', 'นำ', 'ประสบการณ์', 'การ', 'เรียนรู้', 'ทาง', 'ด้าน', 'สุขศึกษา', 'ใน', 'โรง', 'เรียน', ' ', 'ไป', 'ใช้', 'ใน', 'ชีวิต', 'ประจำ', 'วัน', 'ของ', 'นัก', 'เรียน', 'ชั้น', 'ประถมศึกษา', 'ปี', 'ที่', ' ', '6', ' ', 'ระหว่าง', 'โรง', 'เรียน', 'ใน', 'และ', 'นอก', ' ', 'เขต', 'เทศบาล', 'หรือ', 'สุขาภิบาล', ' ', 'จังหวัดสุรินทร์', ' ']
345	346	ปัจจัยที่มีผลต่อการดำเนินการป้องกันและปราบปรามอาชญากรรมของกำนันผู้ใหญ่ บ้าน 	วรนันธ์ อาจศิริ 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	65	0	['ปัจจัย', 'ที่', 'มี', 'ผล', 'ต่อ', 'การ', 'ดำเนิน', 'การ', 'ป้องกันและปราบปราม', 'อาชญากรรม', 'ของ', 'กำนัน', 'ผู้', 'ใหญ่', ' ', 'บ้าน', ' ']
346	347	ปัญหาการป้องกันและปราบปรามอาชญากรรมในหน้าที่ของเจ้าหน้าที่ตำรวจ 	เสรี สุกเพชร 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	104	0	['ปัญหา', 'การ', 'ป้องกันและปราบปราม', 'อาชญากรรม', 'ใน', 'หน้าที่', 'ของ', 'เจ้าหน้าที่', 'ตำรวจ', ' ']
347	348	การประเมินผลการปฏิบัติงานโครงการส่งเสริมคุณภาพการศึกษา 	จินตนา หมู่ผึ้ง 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2534	92	0	['การ', 'ประเมิน', 'ผล', 'การ', 'ปฏิบัติ', 'งาน', 'โครงการส่งเสริม', 'คุณภาพ', 'การ', 'ศึกษา', ' ']
348	349	ทัศนคติของประชาชนที่มีต่อการป้องกันปราบปรามของเจ้าหน้าที่ตำรวจภูธร 	พิชัย ศิลาทอง 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	88	0	['ทัศนคติ', 'ของ', 'ประชาชน', 'ที่', 'มี', 'ต่อ', 'การ', 'ป้องกันปราบปราม', 'ของ', 'เจ้าหน้าที่', 'ตำรวจภูธร', ' ']
349	350	การใช้กลไกในการเชื่อมโยงความในภาษาพูดและภาษาเขียนของเด็กวัย 7-9 ปี 	ปิยนารถ แสวงศักดิ์ 	คณะศิลปศาสตร์ 	2536	83	0	['การ', 'ใช้', 'กลไก', 'ใน', 'การ', 'เชื่อมโยง', 'ความ', 'ใน', 'ภาษา', 'พูด', 'และ', 'ภาษา', 'เขียน', 'ของ', 'เด็ก', 'วัย', ' ', '7', '-', '9', ' ', 'ปี', ' ']
350	351	สาเหตุการคอร์รัปชั่นของตำรวจ 	จิตตพล สิชฌนุกฤษฎ์ 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	91	0	['สาเหตุ', 'การ', 'คอร์รัปชั่น', 'ของ', 'ตำรวจ', ' ']
351	352	สุขภาพจิตและพฤติกรรมทางการเรียนของนักเรียนชั้นมัธยมศึกษาตอนต้นที่มาจากครอบครัวหย่าร้าง 	ศุภลักษณ์ พฤทธิพงศ์สิทธิ์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2534	219	0	['สุขภาพ', 'จิต', 'และ', 'พฤติกรรม', 'ทาง', 'การ', 'เรียน', 'ของ', 'นัก', 'เรียน', 'ชั้น', 'มัธยมศึกษา', 'ตอน', 'ต้น', 'ที่', 'มา', 'จาก', 'ครอบครัว', 'หย่า', 'ร้าง', ' ']
352	353	การศึกษาทัศนะของผู้เกี่ยวข้องในอุตสาหกรรมท่องเที่ยว ที่มีต่อการปฏิบัติงานตำรวจท่องเที่ยว 	สุปิยะ ต้นศรีสวัสดิ์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2534	343	0	['การ', 'ศึกษา', 'ทัศนะ', 'ของ', 'ผู้', 'เกี่ยวข้อง', 'ใน', 'อุตสาหกรรม', 'ท่องเที่ยว', ' ', 'ที่', 'มี', 'ต่อ', 'การ', 'ปฏิบัติ', 'งาน', 'ตำรวจ', 'ท่องเที่ยว', ' ']
353	354	ปัจจัยที่มีผลต่อการสัมฤทธิ์ผลทางการเรียน 	สุนันท์ อนุตรปัญญา 	คณะสังคมสงเคราะห์ศาสตร์ 	2533	136	0	['ปัจจัย', 'ที่', 'มี', 'ผล', 'ต่อ', 'การ', 'สัมฤทธิ์ผล', 'ทาง', 'การ', 'เรียน', ' ']
354	355	ปัจจัยการบริหารที่มีผลต่อความสำเร็จในการสืบสวนจับกุมคดีอาญา 	อาชวันต์ โชติกเสถียร 	คณะสังคมสงเคราะห์ศาสตร์ 	2535	165	0	['ปัจจัย', 'การ', 'บริหาร', 'ที่', 'มี', 'ผล', 'ต่อ', 'ความ', 'สำเร็จ', 'ใน', 'การ', 'สืบสวน', 'จับกุม', 'คดี', 'อาญา', ' ']
355	356	การจัดสวัสดิการด้านการศึกษาของเด็กอเมอเรเซี่ยน 	เพ็ญประภา ภัทธานุกรม 	คณะสังคมสงเคราะห์ศาสตร์	2535	184	0	['การ', 'จัด', 'สวัสดิการ', 'ด้าน', 'การ', 'ศึกษา', 'ของ', 'เด็ก', 'อเมอเรเซี่ยน', ' ']
356	357	ทัศนะของเจ้าหน้าที่ตำรวจต่อการปฏิบัติงานชุมชนสัมพันธ์ 	อดุลย์ ดะลุณเพชย์ 	คณะสังคมสงเคราะห์ศาสตร์ มหาวิยาลัยธรรมศาสตร์	2531	138	0	['ทัศนะ', 'ของ', 'เจ้าหน้าที่', 'ตำรวจ', 'ต่อ', 'การ', 'ปฏิบัติ', 'งาน', 'ชุมชนสัมพันธ์', ' ']
357	358	การยกเลิกการพิจารณาที่มิชอบของศาลในคดีอาญา 	เกษม คมสัตย์ธรรม 	คณะนิติศาสตร์ 	2536	169	0	['การ', 'ยกเลิก', 'การ', 'พิจารณา', 'ที่', 'มิ', 'ชอบ', 'ของ', 'ศาล', 'ใน', 'คดี', 'อาญา', ' ']
358	359	กฎหมายวิธีพิจารณาความอาญากับหลักห้ามย้อนหลัง 	วิชัย เติมรัตนศิริกุล 	คณะนิติศาสตร์ 	2536	119	0	['กฎหมาย', 'วิธี', 'พิจารณา', 'ความ', 'อาญา', 'กับ', 'หลักห้าม', 'ย้อนหลัง', ' ']
359	360	ปัจจัยที่มีผลกระทบต่อการนำนโยบายของข้าราชการไปปฎิบัติ 	วันชัย สุวรรณศิริเขต 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	167	0	['ปัจจัย', 'ที่', 'มี', 'ผล', 'กระทบ', 'ต่อ', 'การ', 'นำ', 'นโยบาย', 'ของ', 'ข้า', 'ราชการ', 'ไป', 'ปฎิบัติ', ' ']
360	361	ทัศนคติของข้าราชการตำรวจที่ปฏิบัติหน้าที่อยู่ในสถานีตำรวจภูธรตำบลของกองบัญชาการตำรวจภูธร 3 ที่มีต่อระบบและวิธีปฏิบัติงาน 	มนตรี จามจรีกุล 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2536	109	0	['ทัศนคติ', 'ของ', 'ข้า', 'ราชการ', 'ตำรวจ', 'ที่', 'ปฏิบัติ', 'หน้าที่', 'อยู่', 'ใน', 'สถานีตำรวจภูธร', 'ตำบล', 'ของ', 'กองบัญชาการตำรวจภูธร 3', ' ', 'ที่', 'มี', 'ต่อ', 'ระบบ', 'และ', 'วิธี', 'ปฏิบัติ', 'งาน', ' ']
361	362	ความรับผิดทางอาญาของผู้บริหารนิติบุคคล 	วงศ์ศิริ ศรีรัตน์ 	คณะนิติศาสตร์ 	2536	135	0	['ความ', 'รับผิด', 'ทาง', 'อาญา', 'ของ', 'ผู้', 'บริหาร', 'นิติบุคคล', ' ']
362	363	การนำนโยบายไปปฏิบัติ  ศึกษากรณีนโยบายพัฒนาสถานีตำรวจชุมชนของกองบัญชาการตำรวจนครบาล 	วรสิทธิ์ ตันศรีสกุล 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	101	0	['การ', 'นำ', 'นโยบาย', 'ไป', 'ปฏิบัติ', ' ', ' ', 'ศึกษา', 'กรณี', 'นโยบาย', 'พัฒนา', 'สถานี', 'ตำรวจ', 'ชุมชน', 'ของ', 'กองบัญชาการตำรวจนครบาล', ' ']
363	364	ผลของการกระทำในทางอาญา 	สุรสิทธิ์ แสงวิโรจนพัฒน์ 	คณะนิติศาสตร์ 	2536	121	0	['ผล', 'ของ', 'การ', 'กระทำ', 'ใน', 'ทาง', 'อาญา', ' ']
364	365	ทัศนะของเจ้าหน้าที่ตำรวจต่อการปรับปรุงโครงสร้างสถานีตำรวจนครบาล 	สรไกร พูลเพิ่ม 	คณะสังคมสงเคราะห์ศาสตร์ 	2535	169	0	['ทัศนะ', 'ของ', 'เจ้าหน้าที่', 'ตำรวจ', 'ต่อ', 'การ', 'ปรับปรุง', 'โครงสร้าง', 'สถานี', 'ตำรวจนครบาล', ' ']
365	366	การบังคับตามคำชี้ขาดของอนุญาโตตุลาการต่างประเทศ 	วิมล พาแพง 	คณะนิติศาสตร์ 	2536	144	0	['การ', 'บังคับ', 'ตาม', 'คำ', 'ชี้ขาด', 'ของ', 'อนุญาโต', 'ตุลาการ', 'ต่าง', 'ประเทศ', ' ']
366	367	ทัศนคติของประชาชนในกรุงเทพมหานครต่อตำรวจกองปราบปราม 	พรภัทร์ สุยะนันทน์ 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2535	137	0	['ทัศนคติ', 'ของ', 'ประชาชน', 'ใน', 'กรุงเทพมหานคร', 'ต่อ', 'ตำรวจ', 'กองปราบปราม', ' ']
367	368	อำนาจของฝ่ายปกครองตามประมวลรัษฎากร 	สมศักดิ์ ฎาราณุท 	คณะนิติศาสตร์ 	2536	330	0	['อำนาจ', 'ของ', 'ฝ่าย', 'ปกครอง', 'ตาม', 'ประมวล', 'รัษฎากร', ' ']
368	369	แนวความคิดในการปราบปรามยาเสพติด 	นักรบ หลิ่มวิรัตน์ 	คณะสังคมสงเคราะห์ศาสตร์ 	2535	191	0	['แนว', 'ความ', 'คิด', 'ใน', 'การ', 'ปราบปราม', 'ยา', 'เสพ', 'ติด', ' ']
369	370	ปัญหาบางประการในการจัดเก็บภาษีเงินได้เกี่ยวกับการขายหุ้น 	ศักรินทร์ ร่วมรังษี 	คณะนิติศาสตร์ 	2536	135	0	['ปัญหา', 'บาง', 'ประการ', 'ใน', 'การ', 'จัด', 'เก็บ', 'ภาษี', 'เงิน', 'ได้', 'เกี่ยว', 'กับ', 'การ', 'ขาย', 'หุ้น', ' ']
370	371	กฎหมายภาษีอากรกับการส่งเสริมการลงทุน 	กนกพรรณ อุดมอิทธิพงศ์ 	คณะนิติศาสตร์ 	2536	144	0	['กฎหมาย', 'ภาษี', 'อากร', 'กับ', 'การ', 'ส่งเสริมการ', 'ลง', 'ทุน', ' ']
371	372	ทัศนคติของประชาชนในกรุงเทพมหานครที่มีต่อตำรวจนครบาล 	วีระยุทธ อินทร์บัว 	สาขาบริหารรัฐกิจ คณะรัฐศาสตร์ 	2534	141	0	['ทัศนคติ', 'ของ', 'ประชาชน', 'ใน', 'กรุงเทพมหานคร', 'ที่', 'มี', 'ต่อ', 'ตำรวจ', 'นครบาล', ' ']
372	373	ทัศนะของบุคลากรที่เกี่ยวข้องต่อร่างพระราชบัญญัติ คุ้มครองผู้ประสบภัยจากรถ 	หทัยรัตน์ พุ่มคชา 	คณะสังคมสงเคราะห์ศาสตร์ 	2533	335	0	['ทัศนะ', 'ของ', 'บุคลากร', 'ที่', 'เกี่ยวข้อง', 'ต่อร่าง', 'พระราชบัญญัติ', ' ', 'คุ้มครอง', 'ผู้', 'ประสบ', 'ภัย', 'จาก', 'รถ', ' ']
373	374	ปัญหาการบริหารกระบวนการยุติธรรม 	ชูชาติ อัศวโรจน์ 	คณะรัฐศาสตร์ 	2531	144	0	['ปัญหา', 'การ', 'บริหาร', 'กระบวนการ', 'ยุติธรรม', ' ']
374	375	สถานะทางกฎหมายของพนักงานรัฐวิสาหกิจ 	สิริเพ็ญ จันทวิเศษ 	คณะนิติศาสตร์ 	2536	219	0	['สถานะ', 'ทาง', 'กฎหมาย', 'ของ', 'พนักงาน', 'รัฐวิสาหกิจ', ' ']
375	376	สัญญาอนุญาตให้ใช้เครื่องหมายการค้า 	สุชาดา พรพิพัฒน์ไพศาล 	คณะนิติศาสตร์ 	2536	131	0	['สัญญา', 'อนุญาต', 'ให้', 'ใช้', 'เครื่องหมาย', 'การ', 'ค้า', ' ']
376	377	โอกาสก้าวหน้าในอาชีพสตรีในงานเฉพาะเพศชาย 	จันทร์แรม เรือนแป้น 	คณะสังคมวิทยาและมานุษยวิทย 	2533	156	0	['โอกาส', 'ก้าวหน้า', 'ใน', 'อาชีพ', 'สตรี', 'ใน', 'งาน', 'เฉพาะ', 'เพศ', 'ชาย', ' ']
377	378	ปัญหาการคุ้มครองชื่อทางการค้าตามประมวลกฎหมายแพ่งและพาณิชย์ 	วัชรี ขันทอง 	คณะนิติศาสตร์ 	2536	150	0	['ปัญหา', 'การ', 'คุ้มครอง', 'ชื่อ', 'ทาง', 'การ', 'ค้า', 'ตาม', 'ประมวล', 'กฎหมาย', 'แพ่ง', 'และ', 'พาณิชย์', ' ']
378	379	พฤติกรรมการใช้สารนิเทศของนายอำเภอ 	วีณา ท้วมทอง 	ภาควิชาบรรณารักษศาสตร์และสารนิเทศศาสตร์ คณะศิลปศาสตร์ 	2536	153	0	['พฤติกรรม', 'การ', 'ใช้', 'สาร', 'นิเทศ', 'ของ', 'นาย', 'อำเภอ', ' ']
