	Unnamed: 0	id	name	year	researchers	department	research_area	research_type	tokenized_title
99	99	100	การพัฒนารูปแบบการดูแลผู้ป่วยโรคเรื้อรังด้วยทีมสหสาขาวิชาโดยใช้โปรแกรมการจัดการโรคที่ศูนย์แพทย์ชุมชน  คูคต	2552	รองศาสตราจารย์ แพทย์หญิง นิตยา  ทนุวงษ์	คณะแพทยศาสตร์	ทุนวิจัยทั่วไป		['การ', 'พัฒนา', 'รูปแบบ', 'การ', 'ดูแล', 'ผู้', 'ป่วย', 'โรค', 'เรื้อรัง', 'ด้วย', 'ทีม', 'สหสา', 'ขา', 'วิชา', 'โดย', 'ใช้', 'โปรแกรม', 'การจัดการ', 'โรค', 'ที่', 'ศูนย์แพทย์', 'ชุมชน', ' ', ' ', 'คูคต']
100	100	101	ปัจจัยที่ส่งผลกระทบต่อการทำวิจัยของบุคลากรคณะวิทยาศาสตร์และเทคโนโลยี มหาวิทยาลัยธรรมศาสตร์	2552	นางวริศรียา  ขวัญดี	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนวิจัยสถาบัน		['ปัจจัย', 'ที่', 'ส่ง', 'ผล', 'กระทบ', 'ต่อ', 'การ', 'ทำ', 'วิจัย', 'ของ', 'บุคลากร', 'คณะวิทยาศาสตร์และเทคโนโลยี', ' ', 'มหาวิทยาลัยธรรมศาสตร์']
101	101	102	ความพึงพอใจในการปฏิบัติงานของเจ้าหน้าที่รักษาความปลอดภัย ในมหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต	2552	ผู้ช่วยศาสตราจารย์ รวมพร  สิทธิมงคล	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนวิจัยสถาบัน		['ความ', 'พึงพอใจ', 'ใน', 'การ', 'ปฏิบัติ', 'งาน', 'ของ', 'เจ้าหน้าที่', 'รักษา', 'ความ', 'ปลอด', 'ภัย', ' ', 'ใน', 'มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต']
102	102	103	การประเมินสมรรถนะอาคารด้านแสงธรรมชาติ : อาคารคณะสถาปัตยกรรมศาสตร์และการผังเมือง มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต	2552	ผู้ช่วยศาสตราจารย์ อวิรุทธ์  ศรีสุธาพรรณ	คณะสถาปัตยกรรมศาสตร์และการผังเมือง	ทุนวิจัยสถาบัน		['การ', 'ประเมิน', 'สมรรถนะ', 'อาคาร', 'ด้าน', 'แสง', 'ธรรมชาติ', ' ', ':', ' ', 'อาคาร', 'คณะสถาปัตยกรรมศาสตร์', 'และ', 'การ', 'ผังเมือง', ' ', 'มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต']
103	103	104	ปัจจัยเชิงกายภาพของหอพักที่ส่งผลต่อคุณภาพชีวิตของนักศึกษามหาวิทยาลัยธรรมศาสตร์	2552	อาจารย์ กฤตพร  ห้าวเจริญ	คณะสถาปัตยกรรมศาสตร์และการผังเมือง	ทุนวิจัยสถาบัน		['ปัจจัย', 'เชิง', 'กายภาพ', 'ของ', 'หอ', 'พัก', 'ที่', 'ส่ง', 'ผล', 'ต่อ', 'คุณภาพ', 'ชีวิต', 'ของ', 'นัก', 'ศึกษา', 'มหาวิทยาลัยธรรมศาสตร์']
104	104	105	การจัดพื้นที่สีเขียวในมหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต	2552	อาจารย์ วราลักษณ์  คงอ้วน	คณะสถาปัตยกรรมศาสตร์และการผังเมือง	ทุนวิจัยสถาบัน		['การ', 'จัด', 'พื้นที่', 'สี', 'เขียว', 'ใน', 'มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต']
105	105	106	การพัฒนารูปแบบการจัดการเรียนการสอนในรายวิชาการพยาบาลผู้ใหญ่และผู้สูงอายุ คณะพยาบาลศาสตร์ มหาวิทยาลัยธรรมศาสตร์ที่มีการวิจัยเป็นพื้นฐาน	2552	ผู้ช่วยศาสตราจารย์ จงรักษ์  ศุภกิจเจริญ	คณะพยาบาลศาสตร์	ทุนวิจัยสถาบัน		['การ', 'พัฒนา', 'รูปแบบ', 'การ', 'จัด', 'การเรียนการสอน', 'ใน', 'ราย', 'วิชาการ', 'พยาบาล', 'ผู้', 'ใหญ่', 'และ', 'ผู้', 'สูงอายุ', ' ', 'คณะพยาบาลศาสตร์', ' ', 'มหาวิทยาลัยธรรมศาสตร์', 'ที่', 'มี', 'การ', 'วิจัย', 'เป็น', 'พื้นฐาน']
106	106	107	การพัฒนาเครื่องแยกโปรตีนด้วยกระแสไฟฟ้าแบบแนวตั้ง	2552	นายเฉลิม  จันทร์สม	คณะแพทยศาสตร์	ทุนวิจัยสิ่งประดิษฐ์		['การ', 'พัฒนา', 'เครื่องแยก', 'โปรตีน', 'ด้วย', 'กระแส', 'ไฟฟ้า', 'แบบ', 'แนว', 'ตั้ง']
107	107	108	การออกแบบและพัฒนาอุปกรณ์ช่วยจัดท่าผ่าตัดข้อไหล่	2552	ผู้ช่วยศาสตราจารย์ นายแพทย์ บัญชา  ชื่นชูจิตต์	คณะแพทยศาสตร์	ทุนวิจัยสิ่งประดิษฐ์		['การ', 'ออก', 'แบบ', 'และ', 'พัฒนา', 'อุปกรณ์', 'ช่วย', 'จัดท่า', 'ผ่าตัด', 'ข้อ', 'ไหล่']
108	108	109	ระบบตรวจวัดความเรียบโดยใช้เทคนิคเชิงแสงและโครงข่ายประสาทเทียม	2552	อาจารย์ ดร.วีรชัย  อัศวเมธาพันธ์	คณะวิศวกรรมศาสตร์	ทุนวิจัยสิ่งประดิษฐ์		['ระบบ', 'ตรวจ', 'วัด', 'ความ', 'เรียบ', 'โดย', 'ใช้', 'เทคนิค', 'เชิง', 'แสง', 'และ', 'โครง', 'ข่าย', 'ประสาท', 'เทียม']
109	109	110	โครงสร้างจำลองผลึกโฟโตนิกสำหรับกำเนิดโฟตอนเดี่ยว	2552	รองศาสตราจารย์ ดร.วันชัย  ไพจิตรโรจนา	คณะวิศวกรรมศาสตร์	ทุนวิจัยสิ่งประดิษฐ์		['โครงสร้าง', 'จำลอง', 'ผลึก', 'โฟโตนิก', 'สำหรับ', 'กำเนิด', 'โฟตอน', 'เดี่ยว']
110	110	111	โครงการวิจัยชุดโลหะยึดตรึงกระดูกข้อมือ แบบอเนกประสงค์	2552	รองศาสตราจารย์ นายแพทย์ ยงยุทธ  ศิริปการ	คณะแพทยศาสตร์	ทุนวิจัยสิ่งประดิษฐ์		['โครงการ', 'วิจัย', 'ชุด', 'โลหะ', 'ยึดตรึง', 'กระดูก', 'ข้อ', 'มือ', ' ', 'แบบ', 'อเนกประสงค์']
111	111	112	การสร้างแบบจำลองแขนงของหลอดลม เพื่อเป็นสื่อการสอนในการจัดท่าระบายเสมหะ สำหรับนักศึกษากายภาพบำบัดและนักศึกษาพยาบาล	2552	นางสาวนพวรรณ  จารุสุสินธ์	คณะสหเวชศาสตร์	ทุนวิจัยสิ่งประดิษฐ์		['การ', 'สร้าง', 'แบบ', 'จำลอง', 'แขนง', 'ของ', 'หลอด', 'ลม', ' ', 'เพื่อ', 'เป็น', 'สื่อ', 'การ', 'สอน', 'ใน', 'การ', 'จัดท่า', 'ระบาย', 'เสมหะ', ' ', 'สำหรับ', 'นัก', 'ศึกษา', 'กายภาพบำบัด', 'และ', 'นัก', 'ศึกษา', 'พยาบาล']
112	112	113	การสร้างเครื่องมือวัดการเปลี่ยนแปลงอัตราการเต้นของหัวใจขณะออกกำลังกาย	2552	อาจารย์ ดร.เกษรา  รักษ์พงษ์สิริ	คณะสหเวชศาสตร์	ทุนวิจัยสิ่งประดิษฐ์		['การ', 'สร้าง', 'เครื่องมือ', 'วัด', 'การ', 'เปลี่ยนแปลง', 'อัตรา', 'การ', 'เต้น', 'ของ', 'หัวใจ', 'ขณะ', 'ออก', 'กำลัง', 'กาย']
113	113	114	การประมาณค่าประสิทธิภาพเชิงเทคนิคในการผลิตยางพาราธรรมชาติของไทย	2553	รองศาสตราจารย์ ดร.ศุภวัจน์  รุ่งสุริยะวิบูลย์	คณะเศรษฐศาสตร์	วิจัยทั่วไป		['การ', 'ประมาณ', 'ค่า', 'ประสิทธิภาพ', 'เชิง', 'เทคนิค', 'ใน', 'การ', 'ผลิต', 'ยางพารา', 'ธรรมชาติ', 'ของ', 'ไทย']
114	114	115	"Impacts of Television Programs on Attitudes toward Sexism
"	2553	"อาจารย์ ดร.กอบกูล  จันทรโคลิกา
"	วิทยาลัยสหวิทยาการ	วิจัยทั่วไป		['Impacts', ' ', 'of', ' ', 'Television', ' ', 'Programs', ' ', 'on', ' ', 'Attitudes', ' ', 'toward', ' ', 'Sexism', '\r\n']
115	115	116	การแปลอภิภาษา : กรณีของอกาธา คริสตี้	2553	อาจารย์ ดร.สุนันทา  วรรณสินธ์ เบล	คณะศิลปศาสตร์	วิจัยทั่วไป		['การ', 'แปล', 'อภิภาษา', ' ', ':', ' ', 'กรณี', 'ของ', 'อกาธา', ' คริสตี้']
116	116	117	บทพรรณนาในกวีนิพนธ์ไทย	2553	ผู้ช่วยศาสตราจารย์ ดร.นิตยา แก้วคัลณา	คณะศิลปศาสตร์	วิจัยทั่วไป		['บท', 'พรรณนา', 'ใน', 'กวีนิพนธ์', 'ไทย']
117	117	118	"ลักษณะภาษาของผู้มีชื่อเสียงและทัศนคติต่อภาษาที่ใช้
เปลี่ยนแปลงชื่อโครงการจากเดิมเป็น  ลักษณะภาษาสนทนาของรักร้องนักแสดงไทยในสื่อโทรทัศน์ และทัศนคติต่อภาษาที่ใช้ "	2553	รองศาสตราจารย์ ดร.ดียู  ศรีนราวัฒน์	คณะศิลปศาสตร์	วิจัยทั่วไป		['ลักษณะ', 'ภาษา', 'ของ', 'ผู้', 'มี', 'ชื่อเสียง', 'และ', 'ทัศนคติ', 'ต่อ', 'ภาษา', 'ที่', 'ใช้', '\r\n', 'เปลี่ยนแปลง', 'ชื่อ', 'โครงการ', 'จาก', 'เดิม', 'เป็น', ' ', ' ', 'ลักษณะ', 'ภาษา', 'สนทนา', 'ของ', 'รัก', 'ร้อง', 'นัก', 'แสดง', 'ไทย', 'ใน', 'สื่อ', 'โทรทัศน์', ' ', 'และ', 'ทัศนคติ', 'ต่อ', 'ภาษา', 'ที่', 'ใช้', ' ']
118	118	119	การศึกษาภาพสังคมสยามผ่านงานเขียนประวัติศาสตร์จีนโบราณ	2553	อาจารย์ ดร.ปิยะมาศ  สรรพวีรวงศ์	คณะศิลปศาสตร์	วิจัยทั่วไป		['การ', 'ศึกษา', 'ภาพ', 'สังคม', 'สยาม', 'ผ่าน', 'งาน', 'เขียน', 'ประวัติศาสตร์', 'จีน', 'โบราณ']
119	119	120	การศึกษาหน่วยสร้าง 2 หน่วยคำ ที่ประกอบด้วยคำว่า  ใจ  ในภาษาไทย	2553	ผู้ช่วยศาสตราจารย์ สุนีย์พร  เลิศกุลทานนท์	สถาบันภาษา	วิจัยทั่วไป		['การ', 'ศึกษา', 'หน่วยสร้าง', ' ', '2', ' ', 'หน่วย', 'คำ', ' ', 'ที่', 'ประกอบ', 'ด้วย', 'คำ', 'ว่า', ' ', ' ', 'ใจ', ' ', ' ', 'ใน', 'ภาษา', 'ไทย']
120	120	121	"การศึกษาอิทธิพลของเครื่องแต่งกายตะวันตกในเครื่องแต่งกายไทยสมัยรัตนโกสินทร์
เปลี่ยนแปลงชื่อโครงการวิจัย การศึกษาอิทธิพลของตะวันตกที่มีต่อเครื่องแต่งกายไทยสมัยรัตนโกสินทร์"	2553	อาจารย์ จิรัชญา  วันจันทร์	คณะศิลปกรรมศาสตร์	วิจัยทั่วไป		['การ', 'ศึกษา', 'อิทธิพล', 'ของ', 'เครื่อง', 'แต่ง', 'กาย', 'ตะวัน', 'ตก', 'ใน', 'เครื่อง', 'แต่ง', 'กาย', 'ไทย', 'สมัย', 'รัตนโกสินทร์', '\r\n', 'เปลี่ยนแปลง', 'ชื่อ', 'โครงการวิจัย', ' ', 'การ', 'ศึกษา', 'อิทธิพล', 'ของ', 'ตะวัน', 'ตก', 'ที่', 'มี', 'ต่อ', 'เครื่อง', 'แต่ง', 'กาย', 'ไทย', 'สมัย', 'รัตนโกสินทร์']
121	121	122	โครงการวิจัยสร้างสรรค์งานศิลปะเรื่อง  ภาพรำลึก ระลึกภาพ 	2553	อาจารย์ บุญช่วย  เกิดรี	คณะศิลปกรรมศาสตร์	วิจัยทั่วไป		['โครงการ', 'วิจัย', 'สร้างสรรค์', 'งาน', 'ศิลปะ', 'เรื่อง', ' ', ' ', 'ภาพ', 'รำลึก', ' ', 'ระลึก', 'ภาพ', ' ']
122	122	123	"การผลิตรีคอมบิแนนท์เอนเทอโรไคเนสสายสั้นโดย Pichia pastoris และการทำให้บริสุทธิ์ด้วยโครมาโตกราฟีแบบดูดซับชนิดฐานขยาย
เปลี่ยนแปลงชื่อโครงการ การผลิตรีคอมบิแนนท์เอนไซม์เอนเทอโรไคเนสสายสั้นโดย Pichia pastoris และการทำให้บริสุทธิ์ด้วยโครมาโตกราฟีแบบดูดซับชนิดฐ"	2553	อาจารย์ ดร.เทพปัญญา  เจริญรัตน์	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'ผลิต', 'รี', 'คอมบิแนนท์', 'เอนเทอโรไคเนสสาย', 'สั้น', 'โดย', ' ', 'Pichia pastoris', ' ', 'และ', 'การ', 'ทำ', 'ให้', 'บริสุทธิ์', 'ด้วย', 'โครมา', 'โตกราฟี', 'แบบ', 'ดูดซับ', 'ชนิด', 'ฐาน', 'ขยาย', '\r\n', 'เปลี่ยนแปลง', 'ชื่อ', 'โครงการ', ' ', 'การ', 'ผลิต', 'รี', 'คอมบิแนนท์', 'เอนไซม์', 'เอนเทอโรไคเนสสาย', 'สั้น', 'โดย', ' ', 'Pichia pastoris', ' ', 'และ', 'การ', 'ทำ', 'ให้', 'บริสุทธิ์', 'ด้วย', 'โครมา', 'โตกราฟี', 'แบบ', 'ดูดซับ', 'ชนิดฐ']
123	123	124	"การสร้างแลบออนอะชิพแบบใหม่ร่วมกับระบบตรวจวัดเชิงแสงแบบคู่เพื่อหาปริมาณเหล็กในแหล่งน้ำธรรมชาติ
"	2553	ผู้ช่วยศาสตราจารย์ ดร.นภาพร  ยังวิเศษ	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'สร้าง', 'แลบ', 'ออนอะชิพ', 'แบบ', 'ใหม่', 'ร่วม', 'กับ', 'ระบบ', 'ตรวจ', 'วัด', 'เชิง', 'แสง', 'แบบ', 'คู่', 'เพื่อ', 'หา', 'ปริมาณ', 'เหล็ก', 'ใน', 'แหล่ง', 'น้ำ', 'ธรรมชาติ', '\r\n']
124	124	125	การสร้างแบคทีเรียสายพันธ์รายงานผล Staphylococcus aureus ที่มีการแสดงออกของโปรตีนเรืองแสงสีเขียว	2553	อาจารย์ ดร.สุกัลยา  อุทัยดา	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'สร้าง', 'แบคทีเรีย', 'สายพันธ์', 'รายงาน', 'ผล', ' ', 'Staphylococcus ', 'aureus', ' ', 'ที่', 'มี', 'การ', 'แสดง', 'ออก', 'ของ', 'โปรตีน', 'เรือง', 'แสง', 'สี', 'เขียว']
125	125	126	การศึกษาเปรียบเทียบผลการทำนายความเข้มข้นสารมลพิษทางอากาศโดยแบบจำลองคุณภาพอากาศ AERMOD ด้วยวิธีการนำเข้าข้อมูลอากาศชั้นบนที่ต่างกัน	2553	อาจารย์ สรณ์  สุวรรณโชติ	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'ศึกษา', 'เปรียบเทียบ', 'ผล', 'การ', 'ทำ', 'นาย', 'ความ', 'เข้มข้น', 'สาร', 'มลพิษ', 'ทาง', 'อากาศ', 'โดย', 'แบบ', 'จำลอง', 'คุณภาพ', 'อากาศ', ' ', 'AERMOD', ' ', 'ด้วย', 'วิธี', 'การ', 'นำ', 'เข้า', 'ข้อมูล', 'อากาศ', 'ชั้น', 'บน', 'ที่', 'ต่าง', 'กัน']
126	126	127	"การดูดซับทางชีวภาพของโครเมียม (VI) ในสารละลายด้วย Oscillatoria.sp. ที่ตรึงรูป
เปลี่ยนแปลงชื่อโครงการวิจัยเป็น  การดูดซับทางชีวภาพของโครเมียมเฮ็กซาวาเล้นท์ในสารละลายด้วย Oscillatoria Obscura TISTR 8245 เป็นตัวดูดซับทางชีวภาพ"	2553	อาจารย์ ณฐินี  สุวรรณสิงห์	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'ดูดซับ', 'ทาง', 'ชีวภาพ', 'ของ', 'โครเมียม', ' ', '(', 'VI', ')', ' ', 'ใน', 'สาร', 'ละลาย', 'ด้วย', ' ', 'Oscillatoria.sp.', ' ', 'ที่', 'ตรึง', 'รูป', '\r\n', 'เปลี่ยนแปลง', 'ชื่อ', 'โครงการ', 'วิจัย', 'เป็น', ' ', ' ', 'การ', 'ดูดซับ', 'ทาง', 'ชีวภาพ', 'ของ', 'โครเมียม', 'เฮ็กซาวาเล้นท์', 'ใน', 'สาร', 'ละลาย', 'ด้วย', ' ', 'Oscillatoria Obscura', ' ', 'TISTR', ' ', '8245', ' ', 'เป็น', 'ตัว', 'ดูดซับ', 'ทาง', 'ชีวภาพ']
127	127	128	ความเป็นเหตุเป็นผลระหว่างดัชนีราคาตลาดหลักทรัพย์กับอัตราแลกเปลี่ยนเงินตราต่างประเทศ กรณีศึกษาในประเทศไทย	2553	อาจารย์ สุรเมศวร์  ฮาชิม	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['ความ', 'เป็น', 'เหตุ', 'เป็น', 'ผล', 'ระหว่าง', 'ดัชนี', 'ราคา', 'ตลาดหลักทรัพย์', 'กับ', 'อัตรา', 'แลกเปลี่ยน', 'เงินตรา', 'ต่าง', 'ประเทศ', ' ', 'กรณี', 'ศึกษา', 'ใน', 'ประเทศไทย']
128	128	129	การพัฒนาตัวเร่งปฏิกิริยา K-Zn / mesoporous silica สำหรับการผลิตไบโอดีเซลด้วยปฏิกิริยาทรานส์เอสเทอริฟิเคชัน	2553	อาจารย์ ดร.ชนาธิป  สามารถ	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['การ', 'พัฒนา', 'ตัว', 'เร่ง', 'ปฏิกิริยา', ' ', 'K', '-', 'Zn', ' ', '/', ' ', 'mesoporous', ' ', 'silica', ' ', 'สำหรับ', 'การ', 'ผลิต', 'ไบโอดีเซล', 'ด้วย', 'ปฏิกิริยา', 'ทรานส์', 'เอสเทอริฟิเคชัน']
129	129	130	อิทธิพลของวิธีการหย่านมแบบทางเลือกต่อพฤติกรรมและอัตราการเจริญเติบโตของลูกกระบือปลัก	2553	รองศาสตราจารย์ ดร.พิพัฒน์  สมภาร	คณะวิทยาศาสตร์และเทคโนโลยี	วิจัยทั่วไป		['อิทธิพล', 'ของ', 'วิธี', 'การ', 'หย่า', 'นม', 'แบบ', 'ทาง', 'เลือก', 'ต่อ', 'พฤติกรรม', 'และ', 'อัตรา', 'การ', 'เจริญเติบโต', 'ของ', 'ลูก', 'กระบือ', 'ปลัก']
130	130	131	การศึกษาปริมาณการปล่อยก๊าซเรือนกระจกจากผลิตภัณฑ์ป้องกันการกัดเซาะชายฝั่งโดยวิธีการประเมินวัฏจักรชีวิตผลิตภัณฑ์	2553	อาจารย์ ดร.หาญพล  พึ่งรัศมี	คณะวิศวกรรมศาสตร์	วิจัยทั่วไป		['การ', 'ศึกษา', 'ปริมาณ', 'การ', 'ปล่อย', 'ก๊าซ', 'เรือน', 'กระจก', 'จาก', 'ผลิตภัณฑ์', 'ป้องกัน', 'การ', 'กัด', 'เซาะ', 'ชาย', 'ฝั่ง', 'โดย', 'วิธี', 'การ', 'ประเมิน', 'วัฏจักร', 'ชีวิต', 'ผลิตภัณฑ์']
131	131	132	การวิเคราะห์ความอ่อนไหวของตัวแปร ที่มีผลกระทบต่อพลังงานและสิ่งแวดล้อมจากกระบวนการผลิตไฟฟ้าของโรงไฟฟ้าพลังงานไอน้ำชนิดใช้เชื้อเพลิงถ่านหิน	2553	อาจารย์ ดร.ไพรัช  อุศุภรัตน์	คณะวิศวกรรมศาสตร์	วิจัยทั่วไป		['การ', 'วิเคราะห์', 'ความ', 'อ่อนไหว', 'ของ', 'ตัว', 'แปร', ' ', 'ที่', 'มี', 'ผล', 'กระทบ', 'ต่อ', 'พลังงาน', 'และ', 'สิ่ง', 'แวดล้อม', 'จาก', 'กระบวน', 'การ', 'ผลิต', 'ไฟฟ้า', 'ของ', 'โรง', 'ไฟฟ้า', 'พลังงาน', 'ไอ', 'น้ำ', 'ชนิด', 'ใช้', 'เชื้อ', 'เพลิง', 'ถ่านหิน']
132	132	133	"การย่อยสลายแก๊ส BTEX โดยแสงด้วยตัวเร่งปฏิกิริยาไทเทนียมไดออกไซด์เจือด้วยโลหะทรานสิชันที่เตรียมโดยวิธีโซโวเทอร์มอล
เปลี่ยนแปลงชื่อโครงการวิจัยเป็น  การย่อยสลาย BTEX โดยแสงด้วยตัวเร่งปฏิกิริยาไทเทนียมไดออกไซด์เจือด้วยโลหะทังสเตนที่เตรียมโดยวิธีโซโวเทอร์มอล"	2553	รองศาสตราจารย์ ดร.นุรักษ์  กฤษดานุรักษ์	คณะวิศวกรรมศาสตร์	วิจัยทั่วไป		['การ', 'ย่อยสลาย', 'แก๊ส', ' ', 'BTEX', ' ', 'โดย', 'แสง', 'ด้วย', 'ตัว', 'เร่ง', 'ปฏิกิริยา', 'ไทเทนียม', 'ไดออกไซด์', 'เจือ', 'ด้วย', 'โลหะ', 'ทราน', 'สิชัน', 'ที่', 'เตรียม', 'โดย', 'วิธี', 'โซโวเทอร์มอล', '\r\n', 'เปลี่ยนแปลง', 'ชื่อ', 'โครงการ', 'วิจัย', 'เป็น', ' ', ' ', 'การ', 'ย่อยสลาย', ' ', 'BTEX', ' ', 'โดย', 'แสง', 'ด้วย', 'ตัว', 'เร่ง', 'ปฏิกิริยา', 'ไทเทนียม', 'ไดออกไซด์', 'เจือ', 'ด้วย', 'โลหะ', 'ทังสเตน', 'ที่', 'เตรียม', 'โดย', 'วิธี', 'โซโวเทอร์มอล']
133	133	134	การจำแนกออกของอิริยาบถจากชุดลำดับภาพจริงอัตโนมัติ	2553	ผู้ช่วยศาสตราจารย์ ดร.โทชิอาคิ  คอนโด	สถาบันเทคโนโลยีนานาชาติสิรินธร	วิจัยทั่วไป		['การ', 'จำแนก', 'ออก', 'ของ', 'อิริยาบถ', 'จาก', 'ชุด', 'ลำดับ', 'ภาพ', 'จริงอัตโนมัติ']
134	134	135	แบบจำลองทางคณิตศาสตร์สำหรับแลกเปลี่ยนข้อมูลระหว่างคู่ค้าในโซ่อุปทาน	2553	ดร.มรกต  ระวีวรรณ	สถาบันเทคโนโลยีนานาชาติสิรินธร	วิจัยทั่วไป		['แบบ', 'จำลอง', 'ทาง', 'คณิตศาสตร์', 'สำหรับ', 'แลกเปลี่ยน', 'ข้อมูล', 'ระหว่าง', 'คู่ค้า', 'ใน', 'โซ่', 'อุปทาน']
135	135	136	การพัฒนาระบบสนับสนุนการตัดสินใจในการจัดเส้นทางเดินรถสำหรับศูนย์กระจายสินค้า	2553	ผู้ช่วยศาสตราจารย์ ดร.จิรชัย  พุทธกุลสมศิริ	สถาบันเทคโนโลยีนานาชาติสิรินธร	วิจัยทั่วไป		['การ', 'พัฒนา', 'ระบบ', 'สนับสนุน', 'การ', 'ตัดสินใจ', 'ใน', 'การ', 'จัด', 'เส้นทาง', 'เดิน', 'รถ', 'สำหรับ', 'ศูนย์', 'กระจาย', 'สินค้า']
136	136	137	ตำแหน่งและขนาดของ Sacral hiatus ในกระดูกใต้กระเบนเหน็บของคนไทย	2553	ผู้ช่วยศาสตราจารย์ ณัฏฐกัญญา  สุวรรณลิขิต	คณะแพทยศาสตร์	วิจัยทั่วไป		['ตำแหน่ง', 'และ', 'ขนาด', 'ของ', ' ', 'Sacral ', 'hiatus', ' ', 'ใน', 'กระดูก', 'ใต้', 'กระเบน', 'เหน็บ', 'ของ', 'คน', 'ไทย']
137	137	138	"การศึกษาเปรียบเทียบ การแสวงหาข้อมูลข่าวสาร ความรู้ความตระหนัก และพฤติกรรมการป้องกันโรคไข้หวัดใหญ่สายพันธุ์ใหม่ 2009 ของนักศึกษาระดับปริญญาตรีมหาวิทยาลัยธรรมศาสตร์
"	2553	"อาจารย์ มานิดา  มณีอินทร์

"	คณะแพทยศาสตร์	วิจัยทั่วไป		['การ', 'ศึกษา', 'เปรียบเทียบ', ' ', 'การ', 'แสวงหา', 'ข้อมูลข่าวสาร', ' ', 'ความ', 'รู้', 'ความ', 'ตระหนัก', ' ', 'และ', 'พฤติกรรม', 'การ', 'ป้องกัน', 'โรค', 'ไข้', 'หวัด', 'ใหญ่', 'สาย', 'พันธุ์', 'ใหม่', ' ', '2009', ' ', 'ของ', 'นัก', 'ศึกษา', 'ระดับ', 'ปริญญา', 'ตรี', 'มหาวิทยาลัยธรรมศาสตร์', '\r\n']
138	138	139	การศึกษาเปรียบเทียบสมรรถภาพทางกายของเด็กนักเรียนเริ่มวัยรุ่นระหว่างเด็กที่มีดัชนีมวลกายปกติและมากเกิน	2553	รองศาสตราจารย์พิมพ์อำไพ  เวนเซล	คณะสหเวชศาสตร์	วิจัยทั่วไป		['การ', 'ศึกษา', 'เปรียบเทียบ', 'สมรรถภาพ', 'ทาง', 'กาย', 'ของ', 'เด็ก', 'นัก', 'เรียน', 'เริ่ม', 'วัย', 'รุ่น', 'ระหว่าง', 'เด็ก', 'ที่', 'มี', 'ดัชนี', 'มวล', 'กาย', 'ปกติ', 'และ', 'มาก', 'เกิน']
139	139	140	การประเมินผลการเพาะเชื้อจากเลือดที่ให้ผลลบของเครื่องอัตโนมัติ VersaTrek?	2553	อาจารย์ ดร.เอนก  ภู่ทอง	คณะสหเวชศาสตร์	วิจัยทั่วไป		['การ', 'ประเมิน', 'ผล', 'การ', 'เพาะ', 'เชื้อ', 'จาก', 'เลือด', 'ที่', 'ให้', 'ผล', 'ลบ', 'ของ', 'เครื่อง', 'อัตโนมัติ', ' ', 'VersaTrek', '?']
140	140	141	การพัฒนาการผลิตโปรตีนรีคอมบิแนนท์ IL-6 ชนิดละลายน้ำเพื่อส่งเสริมการเจริญเติบโตของเซลล์ลูกผสม	2553	อาจารย์ อรฤดี  ขันติสิทธิพร	คณะสหเวชศาสตร์	วิจัยทั่วไป		['การ', 'พัฒนา', 'การ', 'ผลิต', 'โปรตีน', 'รีคอมบิแนนท์', ' ', 'IL', '-', '6', ' ', 'ชนิด', 'ละลาย', 'น้ำ', 'เพื่อ', 'ส่งเสริม', 'การ', 'เจริญเติบโต', 'ของ', 'เซลล์', 'ลูกผสม']
141	141	142	ปริมาณ IL-17 และ ICAM-1 ในน้ำลายของผู้ป่วยโรคปากอักเสบเหตุฟันปลอม	2553	ผู้ช่วยศาสตราจารย์ ทันตแพทย์หญิง ดร.ศิริเพ็ญ  เปสี	คณะทันตแพทยศาสตร์	วิจัยทั่วไป		['ปริมาณ', ' ', 'IL', '-', '17', ' ', 'และ', ' ', 'ICAM', '-', '1', ' ', 'ใน', 'น้ำ', 'ลาย', 'ของ', 'ผู้', 'ป่วย', 'โรค', 'ปาก', 'อักเสบ', 'เหตุ', 'ฟัน', 'ปลอม']
