Unnamed: 0	id	name	year	researchers	department	research_area	research_type	tokenized_title
73	74	การดำเนินการเชิงยุทธศาสตร์ของหน่วยงานภาครัฐและเอกชนไทยในการรองรับการเข้าสู่การเป็นประชาคมเศรษฐกิจอาเซียนของแรงงานไทย	2554	กิตติภูมิ วิเศษศักดิ์	สถาบันทรัพยากรมนุษย์	สาขาสังคมศาสตร์/มนุษยศาสตร์	การวิจัยประยุกต์	['การ', 'ดำเนิน', 'การ', 'เชิง', 'ยุทธศาสตร์', 'ของ', 'หน่วย', 'งาน', 'ภาค', 'รัฐ', 'และ', 'เอกชน', 'ไทย', 'ใน', 'การ', 'รองรับ', 'การ', 'เข้า', 'สู่', 'การ', 'เป็น', 'ประชาคม', 'เศรษฐกิจ', 'อาเซียน', 'ของ', 'แรงงาน', 'ไทย']
74	75	การประมาณการมูลค่าการค้าบริการระหว่างประเทศที่เกี่ยวข้องกับทรัพยากรมนุษย์ของประเทศไทย	2554	สมชาย สุขสิริเสรีกุล	สถาบันทรัพยากรมนุษย์	สาขาสังคมศาสตร์/มนุษยศาสตร์	การวิจัยประยุกต์	['การ', 'ประมาณ', 'การ', 'มูลค่า', 'การ', 'ค้า', 'บริการ', 'ระหว่าง', 'ประเทศ', 'ที่', 'เกี่ยวข้อง', 'กับ', 'ทรัพยากร', 'มนุษย์', 'ของ', 'ประเทศไทย']
75	76	การพัฒนาสารเคลือบและฟิล์มยับยั้งจุลินทรีย์โดยใช้สารสกัดจากธรรมชาติเพื่อยืดอายุการเก็บรักษาผลิตภัณฑ์อาหาร	2554	สุธีรา วัฒนกุล	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	วิจัยประยุกต์	['การ', 'พัฒนาสารเคลือบ', 'และ', 'ฟิล์ม', 'ยับยั้ง', 'จุลินทรีย์', 'โดย', 'ใช้', 'สาร', 'สกัด', 'จาก', 'ธรรมชาติ', 'เพื่อ', 'ยืด', 'อายุ', 'การ', 'เก็บรักษา', 'ผลิตภัณฑ์', 'อาหาร']
76	77	การพัฒนาเครื่องหมายไมโครแซทเทอไลท์และการสร้างแผนที่เครื่องหมายไมโครแซทเทอไลท์ในสบู่ดำ  (Jatropha curcas Linn.)	2554	กิตติพัฒน์ อุโฆษกิจ	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยพื้นฐาน	['การ', 'พัฒนา', 'เครื่องหมาย', 'ไมโครแซท', 'เทอไลท์', 'และ', 'การ', 'สร้าง', 'แผนที่', 'เครื่องหมาย', 'ไมโครแซท', 'เทอไลท์', 'ใน', 'สบู่ดำ', ' ', ' ', '(', 'Jatropha curcas', ' ', 'Linn.', ')']
77	78	การศึกษาเพื่อเพิ่มมูลค่าของสมุนไพรไทย-พลู         (Piper betle L.)	2554	สุมณฑา วัฒนสินธุ์	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['การ', 'ศึกษา', 'เพื่อ', 'เพิ่ม', 'มูลค่า', 'ของ', 'สมุนไพร', 'ไทย', '-', 'พลู', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '(', 'Piper', ' ', 'betle', ' ', 'L.', ')']
78	79	อัตราการรอด การเจริญเติบโต และการตอบสนองของกล้าไม้แสมขาว (Avicennia alba BI.) ต่อการเปลี่ยนแปลงสภาพแวดล้อมภายในดินตะกอน	2554	ไตรเทพ วิชย์โกวิทเทน	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['อัตรา', 'การ', 'รอด', ' ', 'การ', 'เจริญเติบโต', ' ', 'และ', 'การ', 'ตอบสนอง', 'ของ', 'กล้า', 'ไม้', 'แสม', 'ขาว', ' ', '(', 'Avicennia ', 'alba', ' ', 'BI.', ')', ' ', 'ต่อ', 'การ', 'เปลี่ยนแปลง', 'สภาพ', 'แวดล้อม', 'ภาย', 'ใน', 'ดิน', 'ตะกอน']
79	80	คุณสมบัติการต้านอนุมูลอิสระของเครื่องดื่มสมุนไพรน้ำสกัดจากใบว่านรางจืด และช่วงเวลาความทนทานของผลิตภัณฑ์	2554	นิรมล ศากยวงศ์	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['คุณสมบัติ', 'การ', 'ต้าน', 'อนุมูล', 'อิสระ', 'ของ', 'เครื่อง', 'ดื่ม', 'สมุนไพร', 'น้ำ', 'สกัด', 'จาก', 'ใบ', 'ว่านราง', 'จืด', ' ', 'และ', 'ช่วง', 'เวลา', 'ความ', 'ทนทาน', 'ของ', 'ผลิตภัณฑ์']
80	81	การพัฒนาหัวฉีดวัดดีเอ็นเอความไวสูง	2554	ปาริยา ณ นคร	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์ 	['การ', 'พัฒนา', 'หัวฉีด', 'วัดดีเอ็นเอความ', 'ไวสูง']
81	82	พัฒนาเทคนิคไฮเพอร์ฟอมแม้นลิควิดโครมาโตรกราฟีเพื่อศึกษาปริมาณฟอร์มาลดีไฮด์ที่ปนเปื้อนในเห็ดและแคปซูลยา	2554	นฤมล วชิรปัทมา	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['พัฒนา', 'เทคนิค', 'ไฮเพอร์ฟอมแม้นลิควิด', 'โครมา', 'โตรกราฟี', 'เพื่อ', 'ศึกษา', 'ปริมาณ', 'ฟอร์มาลดีไฮด์', 'ที่', 'ปนเปื้อน', 'ใน', 'เห็ด', 'และ', 'แคปซูลยา']
82	83	การเตรียมฟิล์มไททาเนียมไดออกไซด์ลงบนโลหะสำหรับทำกังหันน้ำเพื่อบำบัดน้ำเสียจากครัวเรือน	2554	สายัณห์ ผุดวัฒน์	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การพัฒนาทดลอง	['การ', 'เตรียม', 'ฟิล์ม', 'ไททาเนียม', 'ไดออกไซด์', 'ลง', 'บน', 'โลหะ', 'สำหรับ', 'ทำ', 'กังหัน', 'น้ำ', 'เพื่อ', 'บำบัด', 'น้ำ', 'เสีย', 'จาก', 'ครัวเรือน']
83	84	การเตรียมฟิล์มทังสเตนออกไซด์บนชั้นอินเดียมทินออกไซด์สำหรับการประยุกต์ใช้เป็นกระจกอัจฉริยะ	2554	กมล เอี่ยมพนากิจ	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การพัฒนาทดลอง	['การ', 'เตรียม', 'ฟิล์ม', 'ทัง', 'สเตนออกไซด์', 'บน', 'ชั้น', 'อินเดีย', 'ม', 'ทินออกไซด์', 'สำหรับ', 'การ', 'ประยุกต์', 'ใช้', 'เป็น', 'กระจก', 'อัจฉริยะ']
84	85	การเพิ่มผลผลิตและคุณภาพของไข่โดยการเสริมใบหม่อน และไนอะซินในอาหารไก่ไข่	2554	ไพโชค ปัญจะ	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['การ', 'เพิ่ม', 'ผล', 'ผลิต', 'และ', 'คุณภาพ', 'ของ', 'ไข่', 'โดย', 'การ', 'เสริม', 'ใบ', 'หม่อน', ' ', 'และ', 'ไนอะซิน', 'ใน', 'อาหาร', 'ไก่', 'ไข่']
85	86	การศึกษาปัจจัยเสี่ยงต่อการติดพยาธิของกระบือในภาคตะวันออกเฉียงเหนือของประเทศไทย	2554	พิพัฒน์ สมภาร	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['การ', 'ศึกษา', 'ปัจจัย', 'เสี่ยง', 'ต่อ', 'การ', 'ติด', 'พยาธิ', 'ของ', 'กระบือ', 'ใน', 'ภาค', 'ตะวัน', 'ออก', 'เฉียง', 'เหนือ', 'ของ', 'ประเทศไทย']
86	87	ระบบภูมิสารสนเทศเพื่อการประเมินพื้นที่เสี่ยงภัยแผ่นดินถล่มในลุ่มน้ำน่าน จังหวัดอุตรดิตถ์	2554	สุเพชร จิรขจรกุล	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['ระบบ', 'ภูมิสารสนเทศ', 'เพื่อ', 'การ', 'ประเมิน', 'พื้นที่', 'เสี่ยง', 'ภัย', 'แผ่นดิน', 'ถล่ม', 'ใน', 'ลุ่มน้ำน่าน', ' ', 'จังหวัดอุตรดิตถ์']
87	88	กระบวนการไพโรไลซีสพลาสติกเหลือใช้ด้วยคลื่นไมโครเวฟมัลติโหมดที่กำลังสูง	2554	ผดุงศักดิ์ รัตนเดโช	คณะวิศวกรรมศาสตร์	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['กระบวนการ', 'ไพโรไลซีสพลาสติก', 'เหลือ', 'ใช้', 'ด้วย', 'คลื่นไมโครเวฟมัลติโหมด', 'ที่', 'กำลัง', 'สูง']
88	89	การออกแบบและพัฒนารถเข็นแบบปรับยืนได้สำหรับเด็กพิการทางสมอง	2554	บรรยงค์ รุ่งเรืองด้วยบุญ	คณะวิศวกรรมศาสตร์	สาขาวิทยาศาสตร์เทคโนโลยี	การพัฒนาทดลอง	['การ', 'ออก', 'แบบ', 'และ', 'พัฒนา', 'รถ', 'เข็น', 'แบบ', 'ปรับ', 'ยืน', 'ได้', 'สำหรับ', 'เด็ก', 'พิการ', 'ทาง', 'สมอง']
89	90	การศึกษาผลของการจัดวางอีเล็กโตรดที่มีต่อการเพิ่มการถ่ายเทมวลและความร้อนในกระบวนการอบแห้งด้วยลมร้อนร่วมกับสนามไฟฟ้า	2554	ไชยณรงค์ จักรธรานนท์	คณะวิศวกรรมศาสตร์	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยพื้นฐาน	['การ', 'ศึกษา', 'ผล', 'ของ', 'การ', 'จัด', 'วาง', 'อีเล็กโตรด', 'ที่', 'มี', 'ต่อ', 'การ', 'เพิ่ม', 'การ', 'ถ่ายเทมวล', 'และ', 'ความ', 'ร้อน', 'ใน', 'กระบวน', 'การ', 'อบ', 'แห้ง', 'ด้วย', 'ลม', 'ร้อน', 'ร่วม', 'กับ', 'สนาม', 'ไฟฟ้า']
90	91	การศึกษาความเร็วคลื่นเฉือนของชั้นดินในกรุงเทพมหานครและปริมณฑลเพื่อการป้องกันภัยจากธรณีพิบัติ	2554	นคร ภู่วโรดม	คณะวิศวกรรมศาสตร์	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['การ', 'ศึกษา', 'ความ', 'เร็ว', 'คลื่นเฉือน', 'ของ', 'ชั้น', 'ดิน', 'ใน', 'กรุงเทพมหานคร', 'และ', 'ปริมณฑล', 'เพื่อ', 'การ', 'ป้องกัน', 'ภัย', 'จาก', 'ธรณีพิบัติ']
91	92	การตรวจวัดไอระเหยอินทรีย์ด้วยโครงสร้างเส้นใยนาโนของโพลิไวนิลแอลกอฮอล์ที่เติมผงเขม่าดำ	2554	ภาณุ ด่านวาณิช	คณะวิศวกรรมศาสตร์	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยพื้นฐาน	['การ', 'ตรวจ', 'วัด', 'ไอระเหย', 'อินทรีย์', 'ด้วย', 'โครงสร้าง', 'เส้นใย', 'นาโน', 'ของ', 'โพลิไวนิลแอลกอฮอล์', 'ที่', 'เติม', 'ผง', 'เขม่า', 'ดำ']
92	93	การเพิ่มประสิทธิภาพการกัดของเครื่องกัดด้วยไฟฟ้า ด้วยระบบหัวหมุนของอิเลคโตรด	2554	อภิวัฒน์ มุตตามระ	คณะวิศวกรรมศาสตร์	สาขาวิทยาศาสตร์เทคโนโลยี	การพัฒนาทดลอง	['การ', 'เพิ่ม', 'ประสิทธิภาพ', 'การ', 'กัด', 'ของ', 'เครื่อง', 'กัด', 'ด้วย', 'ไฟฟ้า', ' ', 'ด้วย', 'ระบบ', 'หัวหมุน', 'ของ', 'อิเลคโตรด']
93	94	โครงการวิจัยย่อข่าวภาษาไทยอัตโนมัติ	2554	ธนารักษ์ ธีระมั่นคง	สถาบันเทคโนโลยีนานาชาติสิรินธร	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['โครงการ', 'วิจัย', 'ย่อ', 'ข่าว', 'ภาษา', 'ไทย', 'อัตโนมัติ']
94	95	การศึกษาสมุนไพรไทยในการรักษาโรคเอดส์เพื่อพัฒนาเป็นยาอุตสาหกรรมโครงการสารสกัดสมุนไพรผสม 3 ชนิด 4 ชนิด 5 ชนิด และ 8 ชนิด	2554	สมบูรณ์ เกียรตินันทน์	คณะแพทยศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'ศึกษา', 'สมุนไพร', 'ไทย', 'ใน', 'การ', 'รักษา', 'โรค', 'เอดส์', 'เพื่อ', 'พัฒนา', 'เป็น', 'ยา', 'อุตสาหกรรม', 'โครงการ', 'สารสกัด', 'สมุนไพร', 'ผสม', ' ', '3', ' ', 'ชนิด', ' ', '4', ' ', 'ชนิด', ' ', '5', ' ', 'ชนิด', ' ', 'และ', ' ', '8', ' ', 'ชนิด']
95	96	ผลของการเคลือบผิวไทเทเนียมด้วยโปรตีนและเปปไทด์ต่อการกระตุ้นการสร้างกระดูก	2554	กมลพรรณ ภักดี	คณะทันตแพทยศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['ผล', 'ของ', 'การ', 'เคลือบ', 'ผิว', 'ไทเทเนียม', 'ด้วย', 'โปรตีน', 'และ', 'เปป', 'ไทด์', 'ต่อ', 'การ', 'กระตุ้น', 'การ', 'สร้าง', 'กระดูก']
96	97	การกระตุ้นการเพิ่มจำนวนและการรุกล้ำของเซลล์เนื้องอกโดยเซลล์สร้างเส้นใยจากสโตรมาของอะมีโลบลาสโตมา	2554	ยสนันท์ จันทรเวคิน	คณะทันตแพทยศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยพื้นฐาน	['การ', 'กระตุ้น', 'การ', 'เพิ่ม', 'จำนวน', 'และ', 'การ', 'รุกล้ำ', 'ของ', 'เซลล์', 'เนื้อ', 'งอก', 'โดย', 'เซลล์', 'สร้าง', 'เส้นใย', 'จาก', 'สโตรมา', 'ของ', 'อะมี', 'โลบลาสโตมา']
97	98	การพัฒนาวิธีตรวจวินิจฉัยโรคพยาธิฟาสซิโอโลซิส โดยใช้โปรตีนซีสเตทีนและโมโนโคนัลแอนติบอดีต่อโปรตีนคาเธบชีนของพยาธิใบไม้ตับชนิด Fasciola gigantica	2554	ฮานส์ รูดี กรามส์	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'พัฒนา', 'วิธี', 'ตรวจ', 'วินิจฉัย', 'โรค', 'พยาธิฟาสซิโอโลซิส', ' ', 'โดย', 'ใช้', 'โปรตีน', 'ซีสเตทีน', 'และ', 'โมโนโคนัลแอนติบ', 'อดี', 'ต่อ', 'โปรตีน', 'คา', 'เธบ', 'ชีน', 'ของ', 'พยาธิ', 'ใบ', 'ไม้', 'ตับ', 'ชนิด', ' ', 'Fasciola gigantica']
98	99	การศึกษาความหลากหลายทางพันธุกรรมเชื้อวัณโรคที่แยกได้จากผู้ป่วยวัณโรคชาวไทย	2554	ประมวญ เทพชัยศรี	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'ศึกษา', 'ความ', 'หลากหลาย', 'ทาง', 'พันธุกรรม', 'เชื้อวัณโรค', 'ที่', 'แยก', 'ได้', 'จาก', 'ผู้', 'ป่วย', 'วัณโรค', 'ชาว', 'ไทย']
99	100	การโคลนและศึกษาคุณสมบัติของโปรตีนเปลือกไข่     วิทเทลลีนบี (OVVPB)จากพยาธิใบไม้ตับชนิด Opisthorchis viverrini	2554	วีระชัย เอื้อสิทธิชัย	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'โคลน', 'และ', 'ศึกษา', 'คุณสมบัติ', 'ของ', 'โปรตีน', 'เปลือก', 'ไข่', ' ', ' ', ' ', ' ', ' ', 'วิทเทลลีนบี', ' ', '(', 'OVVPB', ')', 'จาก', 'พยาธิ', 'ใบ', 'ไม้', 'ตับ', 'ชนิด', ' ', 'Opisthorchis viverrini']
100	101	การศึกษาเพื่อพัฒนา Stable cell line ของเชื้อไวรัสตับอักเสบบี (HBV) ด้วยเทคนิคทางอณูชีววิทยา และเทคนิคทาง cell culture	2554	กษมา สุภนรานนท์	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'ศึกษา', 'เพื่อ', 'พัฒนา', ' ', 'Stable', ' ', 'cell', ' ', 'line', ' ', 'ของ', 'เชื้อ', 'ไวรัส', 'ตับ', 'อักเสบ', 'บี', ' ', '(', 'HBV', ')', ' ', 'ด้วย', 'เทคนิค', 'ทาง', 'อณูชีววิทยา', ' ', 'และ', 'เทคนิค', 'ทาง', ' ', 'cell', ' ', 'culture']
101	102	การศึกษาฤทธิ์ต่อต้านปรสิต ความเป็นพิษต่อเซลล์ และการยับยั้งการทำงานของเอ็นไซม์พลาสโมเดียม ฟัลซิพารั่ม พลาสเมปซิน2 ของสารสกัดจากพืชสมุนไพรไทย	2554	อุมาพร ทาเสนาะ	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'ศึกษา', 'ฤทธิ์', 'ต่อต้าน', 'ปรสิต', ' ', 'ความ', 'เป็น', 'พิษ', 'ต่อ', 'เซลล์', ' ', 'และ', 'การ', 'ยับยั้ง', 'การ', 'ทำ', 'งาน', 'ของ', 'เอ็นไซม์', 'พลาสโมเดียม ฟัลซิพารั่ม', ' ', 'พลาสเมปซิน', '2', ' ', 'ของ', 'สาร', 'สกัด', 'จาก', 'พืช', 'สมุนไพร', 'ไทย']
102	103	การค้นคว้า การเพิ่มจำนวนยีน การศึกษาคุณลักษณะยีน และการหาเป้าหมายของเพ็ปไทด์ชนิดใหม่ที่มีฤทธิ์ทางชีวภาพในการต่อต้านแบคทีเรียก่อโรคดื้อยาและ/หรือมาลาเรียดื้อยา	2554	รัชนีวรรณ อุ่นแพทย์	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'ค้นคว้า', ' ', 'การ', 'เพิ่ม', 'จำนวน', 'ยีน', ' ', 'การ', 'ศึกษา', 'คุณลักษณะ', 'ยีน', ' ', 'และ', 'การ', 'หา', 'เป้าหมาย', 'ของ', 'เพ็ปไทด์', 'ชนิด', 'ใหม่', 'ที่', 'มี', 'ฤทธิ์', 'ทาง', 'ชีวภาพ', 'ใน', 'การ', 'ต่อต้าน', 'แบคที', 'เรีย', 'ก่อ', 'โรค', 'ดื้อยา', 'และ', '/', 'หรือ', 'มาลา', 'เรียดื้อยา']
103	104	การสำรวจจีโนไทป์และชนิดปัจจัยการก่อโรคของเชื้อ สเตร็บโตค็อกคัส ซูอิส ที่เพาะแยกได้ในประเทศไทย	2554	พจนีย์ ศรีมาโนชญ์	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'สำรวจ', 'จีโนไทป์', 'และ', 'ชนิด', 'ปัจจัย', 'การ', 'ก่อ', 'โรค', 'ของ', 'เชื้อ', ' ', 'สเตร็บ', 'โต', 'ค็อกคัส ', 'ซูอิส', ' ', 'ที่', 'เพาะ', 'แยก', 'ได้', 'ใน', 'ประเทศไทย']
104	105	การพัฒนาชุดทดสอบอิมมิวโนโครมาโตกราฟฟีชนิดแผ่นสำหรับการตรวจหาเชื้อวิบริโอ พาราฮีโมไลติคัสและเชื้อวิบริโอ อัลจิโนไลติคัส	2554	ผ่องศรี ทองทวี	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การพัฒนาทดลอง	['การ', 'พัฒนา', 'ชุด', 'ทดสอบ', 'อิมมิวโนโครมา', 'โตกราฟฟีชนิด', 'แผ่น', 'สำหรับ', 'การ', 'ตรวจ', 'หา', 'เชื้อ', 'วิบริโอ ', 'พาราฮีโมไลติคัส', 'และ', 'เชื้อ', 'วิบริโอ อัลจิโนไลติคัส']
105	106	การศึกษาคุณสมบัติทางเภสัชวิทยาของพืชสมุนไพรไทย	2554	วรรณา ชัยเจริญกุล	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'ศึกษา', 'คุณสมบัติ', 'ทาง', 'เภสัชวิทยา', 'ของ', 'พืช', 'สมุนไพร', 'ไทย']
106	107	การพัฒนาชุดตรวจแลคเตด โดยเทคนิคเซนเซอร์ เพื่อตรวจสมรรถภาพนักกีฬา	2554	ผุสดี โตบันลือภพ	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การพัฒนาทดลอง	['การ', 'พัฒนา', 'ชุด', 'ตรวจ', 'แลคเตด', ' ', 'โดย', 'เทคนิค', 'เซนเซอร์', ' ', 'เพื่อ', 'ตรวจสมรรถภาพ', 'นัก', 'กีฬา']
107	108	การศึกษาคุณสมบัติของ antimicrobial peptide ต่อเชื้อดื้อยา Neisseria gonorrhea ในหลอดทดลองที่แยกได้ในประเทศไทย	2554	ธีรกุล อาภรณ์สุวรรณ	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'ศึกษา', 'คุณสมบัติ', 'ของ', ' ', 'antimicrobial', ' ', 'peptide', ' ', 'ต่อ', 'เชื้อ', 'ดื้อยา', ' ', 'Neisseria gonorrhea', ' ', 'ใน', 'หลอด', 'ทดลอง', 'ที่', 'แยก', 'ได้', 'ใน', 'ประเทศไทย']
108	109	การพัฒนาระบบกล้องจุลทรรศน์อัตโนมัติโดยใช้เทคนิคประมวลผลภาพเพื่อวิเคราะห์ทางจุลทรรศนศาสตร์	2554	สมชาติ แตรตุลาการ	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การพัฒนาทดลอง	['การ', 'พัฒนา', 'ระบบ', 'กล้อง', 'จุลทรรศน์', 'อัตโนมัติ', 'โดย', 'ใช้', 'เทคนิค', 'ประมวล', 'ผล', 'ภาพ', 'เพื่อ', 'วิเคราะห์', 'ทาง', 'จุลทรรศนศาสตร์']
109	110	การศึกษาผลของสารทดแทนน้ำตาล ไซลิทอลและซอร์บิทอล ต่อการสังเคราะห์ adiponectin ใน adipocyte cell (3T3-L1 cell)	2554	พิไลวรรณ ศิริพฤกษ์พงษ์	คณะสหเวชศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'ศึกษา', 'ผล', 'ของ', 'สาร', 'ทดแทน', 'น้ำตาล', ' ', 'ไซลิทอล', 'และ', 'ซอร์บิทอล', ' ', 'ต่อ', 'การ', 'สังเคราะห์', ' ', 'adiponectin', ' ', 'ใน', ' ', 'adipocyte', ' ', 'cell', ' ', '(', '3', 'T', '3', '-', 'L', '1', ' ', 'cell', ')']
110	111	การพัฒนาคุณภาพชีวิตผู้สูงอายุ ตามแนวคิดเศรษฐกิจพอเพียงและการมีส่วนร่วมของชุมชน จังหวัดปทุมธานี	2554	เกษร สำเภาทอง	คณะสาธารณสุขศาสตร์	สาขาวิทยาศาสตร์สุขศาสตร์	การวิจัยประยุกต์	['การ', 'พัฒนา', 'คุณภาพ', 'ชีวิต', 'ผู้', 'สูงอายุ', ' ', 'ตาม', 'แนว', 'คิด', 'เศรษฐกิจ', 'พอเพียง', 'และ', 'การ', 'มี', 'ส่วน', 'ร่วม', 'ของ', 'ชุมชน', ' ', 'จังหวัดปทุมธานี']
111	112	สิ่งแวดล้อมกับเศรษฐกิจไทย: ผลกระทบและแนวทางป้องกัน	2553	ปัทมาวดี  โพชนุกูล (ซูซูกิ)	คณะเศรษฐศาสตร์	สาขาสังคมศาสตร์/มนุษยศาสตร์	การวิจัยประยุกต์	['สิ่ง', 'แวดล้อม', 'กับ', 'เศรษฐกิจ', 'ไทย', ':', ' ', 'ผล', 'กระทบ', 'และ', 'แนวทาง', 'ป้องกัน']
112	113	การวิเคราะห์กระบวนการบริหารจัดการการสื่อสารเพื่อการพัฒนาการท่องเที่ยวแบบยั่งยืนของชุมชนในภูมิภาค	2553	กิติมา  สุนสนธิ	คณะวารสารศาสตร์และสื่อสารมวลชน	สาขาสังคมศาสตร์/มนุษยศาสตร์	การวิจัยประยุกต์	['การ', 'วิเคราะห์', 'กระบวน', 'การ', 'บริหารจัดการ', 'การ', 'สื่อสาร', 'เพื่อ', 'การพัฒนาการท่องเที่ยว', 'แบบ', 'ยั่งยืน', 'ของ', 'ชุมชน', 'ใน', 'ภูมิภาค']
113	114	การคัดกรองและกลไกการออกฤทธิ์ของสารออกฤทธิ์ทางชีวภาพที่มีคุณสมบัติเป็นตัวยับยั้งการเหนี่ยวนำสื่อสัญญานแคลเซี่ยมยมจากพืชสมุนไพรวงศ์  COMPOSITAE และพืชสมุนไพรอื่น ๆ  ที่มีศักยภาพ	2553	รัฐดา  จันทร์กลั่น	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['การ', 'คัดกรอง', 'และ', 'กลไก', 'การ', 'ออก', 'ฤทธิ์', 'ของ', 'สาร', 'ออก', 'ฤทธิ์', 'ทาง', 'ชีวภาพ', 'ที่', 'มี', 'คุณสมบัติ', 'เป็น', 'ตัว', 'ยับยั้ง', 'การ', 'เหนี่ยว', 'นำ', 'สื่อ', 'สัญญาน', 'แคลเซี่ยมยม', 'จาก', 'พืช', 'สมุนไพรวงศ์', ' ', ' ', 'COMPOSITAE', ' ', 'และ', 'พืช', 'สมุนไพร', 'อื่น', ' ', 'ๆ', ' ', ' ', 'ที่', 'มี', 'ศักยภาพ']
114	115	อิทธิพลของสารสกัดจากใบชาจีนและใบหม่อนต่อการผลิตของไก่ไข่ คุณภาพไข่  และโคเลสเตอรอลในไข่แดง	2553	ไพโชค  ปัญจะ	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['อิทธิพล', 'ของ', 'สาร', 'สกัด', 'จาก', 'ใบ', 'ชาจีน', 'และ', 'ใบ', 'หม่อน', 'ต่อ', 'การ', 'ผลิต', 'ของ', 'ไก่ไข่', ' ', 'คุณภาพ', 'ไข่', ' ', ' ', 'และ', 'โคเลสเตอ', 'รอล', 'ใน', 'ไข่แดง']
115	116	การศึกษาฤทธิ์ทางชีวภาพของสารสกัดสมุนไพรเอื้องหมายนาต่อเชื้อจุลชีพ	2553	ดรุณี  ศรีชนะ	คณะวิทยาศาสตร์และเทคโนโลยี	สาขาวิทยาศาสตร์เทคโนโลยี	การวิจัยประยุกต์	['การ', 'ศึกษา', 'ฤทธิ์', 'ทาง', 'ชีวภาพ', 'ของ', 'สาร', 'สกัด', 'สมุนไพร', 'เอื้องหมาย', 'นา', 'ต่อ', 'เชื้อ', 'จุลชีพ']
