	Unnamed: 0	Unnamed: 0.1	id	title	authors	publication	publish_date	publish_year	publish_month	type_id	doi	tokenized_title	year
1841	1841	1841	2054	Changes in falls rish and balance and mobility in healthy older people and people with Alzhemer's disease	ผศ.ดร.ไพลวรรณ  สัทธานนท์	6-7 ก.ย 2555	นำเสนอโปสเตอร์ ในการประชุมการวิจัยทางกายภาพบำบัดระดับเอเชีย (The Asian Physical Therapy Research Symposium) คณะกายภาพบำบัด ม.มหิดล ปีงบประมาณ2555			1		"['Changes', ' ', 'in', ' ', 'falls', ' ', 'rish', ' ', 'and', ' ', 'balance', ' ', 'and', ' ', 'mobility', ' ', 'in', ' ', 'healthy', ' ', 'older', ' ', 'people', ' ', 'and', ' ', 'people', ' ', 'with', ' ', 'Alzhemer', ""'"", 's', ' ', 'disease']"	2555.0
1842	1842	1842	2055	ฤทธิ์ของน้ำมันหอมละเหยของตะไคร้ต่อ Candia albicans สายพันธ์ก่อโรค	อ.ดร.เอนก  ภู่ทอง                  อ.อรฤดี  ขันติสิทธิพร               อ.ดร.สุวรรณา  โควะวินทวีวัฒน์	ตุลาคม - ธันวาคม 2555 	วารสารวิทยาศาสตร์และเทคโนโลยี   ปีที่ 20 ฉบับที่ 4 หน้า 293-301			1		['ฤทธิ์', 'ของ', 'น้ำมัน', 'หอม', 'ละเหย', 'ของ', 'ตะไคร้', 'ต่อ', ' ', 'Candia', ' ', 'albicans', ' ', 'สายพันธ์', 'ก่อโรค']	9999.0
1843	1843	1843	2056	Molecular characterization of dengue virus from Nepal.	Na-Bangchang K,           Eursitthichai V, Grams R 	June 2012.	INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES  Volume: 16   Supplement: 1   Pages: E77-E77			1		['Molecular', ' ', 'characterization', ' ', 'of', ' ', 'dengue', ' ', 'virus', ' ', 'from', ' ', 'Nepal', '.']	9999.0
1844	1844	1844	2057	Transcriptome Analysis of Responses to Rhodomyrtone in Methicillin-Resistant Staphylococcus aureus.	Srimanote, P	SEP 27 2012.	PLOS ONE  Volume: 7 Issue: 9     			1		['Transcriptome', ' ', 'Analysis', ' ', 'of', ' ', 'Responses', ' ', 'to', ' ', 'Rhodomyrtone', ' ', 'in', ' ', 'Methicillin-', 'Resistant', ' ', 'Staphylococcus aureus', '.']	9999.0
1845	1845	1845	2058	A putative holin-like peptide of B. pumilus strain WAPB4 and its potential application as an antimicrobial agent.	Aunpad, R	SEP 2012.	JOURNAL OF PEPTIDE SCIENCE  Volume: 18   Supplement: 1   Pages: S37-S37   			1		['A', ' ', 'putative', ' ', 'holin', '-', 'like', ' ', 'peptide', ' ', 'of', ' ', 'B', '.', ' ', 'pumilus strain', ' ', 'WAPB', '4', ' ', 'and', ' ', 'its', ' ', 'potential', ' ', 'application', ' ', 'as', ' ', 'an', ' ', 'antimicrobial', ' ', 'agent', '.']	9999.0
1846	1846	1846	2059	Identifying assessment measures and interventions reported for Thai children with cerebral palsy using the ICF-CY framework.	 Tantilipikorn, P	2012	DISABILITY AND REHABILITATION  Volume: 34   Issue: 14   Pages: 1178-1185    			1		['Identifying', ' ', 'assessment', ' ', 'measures', ' ', 'and', ' ', 'interventions', ' ', 'reported', ' ', 'for', ' ', 'Thai', ' ', 'children', ' ', 'with', ' ', 'cerebral', ' ', 'palsy', ' ', 'using', ' ', 'the', ' ', 'ICF', '-', 'CY', ' ', 'framework', '.']	1721.0
1847	1847	1847	2060	Retrospective study : classification, capabilities and co-morbidities of Thai children with CP.	 Tantilipikorn, P	OCT 2012.	นำเสนอผลงานในการประชุมวิชาการ The 4th International Cerebral Palsy ณ สาธารณรัฐอิตาลี			1		['Retrospective', ' ', 'study', ' ', ':', ' ', 'classification', ',', ' ', 'capabilities', ' ', 'and', ' ', 'co', '-', 'morbidities', ' ', 'of', ' ', 'Thai', ' ', 'children ', 'with', ' ', 'CP.']	9999.0
1848	1848	1848	2061	Prevalence and hematological parameters of thalassemia in Tha Kradarn subdistrict Chachoengsao Province, Thailand.	Nathalang, O	May 2012.	Journal of the Medical Association of Thailand        Suppl 5:S124-32.			1		['Prevalence', ' ', 'and', ' ', 'hematological', ' ', 'parameters', ' ', 'of', ' ', 'thalassemia', ' in', ' ', 'Tha', ' ', 'Kradarn', ' ', 'subdistrict', ' ', 'Chachoengsao', ' ', 'Province', ',', ' ', 'Thailand', '.']	9999.0
1849	1849	1849	2062	Cytotoxicity, Toxicity, and Anticancer Activity of Zingiber Officinale Roscoe Against Cholangiocarcinoma.	Eursitthichai, V,                     Chaijaroenkul, W,                Na-Bangchang, K 	2012	ASIAN PACIFIC JOURNAL OF CANCER PREVENTION  Volume: 13 Issue: 9 Pages: 4597-4606      			1		['Cytotoxicity', ',', ' ', 'Toxicity', ',', ' ', 'and', ' ', 'Anticancer', ' ', 'Activity', ' ', 'of', ' ', 'Zingiber', ' ', 'Officinale', ' ', 'Roscoe', ' ', 'Against', ' ', 'Cholangiocarcinoma.']	4597.0
1850	1850	1850	2063	Prevalence of and factors associated with musculoskeletal symptoms in the spine attributed to computer use in undergraduate students.	Kanchanomai, S	2012	WORK-A JOURNAL OF PREVENTION ASSESSMENT & REHABILITATION. Volume: 43   Issue: 4 Pages: 497-506			1		['Prevalence', ' ', 'of', ' ', 'and', ' ', 'factors', ' ', 'associated', ' ', 'with', ' ', 'musculoskeletal', ' ', 'symptoms', ' ', 'in', ' ', 'the', ' ', 'spine', ' ', 'attributed', ' ', 'to', ' ', 'computer', ' ', 'use', ' ', 'in', ' ', 'undergraduate', ' ', 'students', '.']	9999.0
1851	1851	1851	2064	Pulmonary Function and Chest Expansion in Thai boys with Down Syndrome.	อ.ศิรินาถ  เลียบศิรินนท์	April-June 2012	Thammasat Medical Journal.      Vol 12 No.2, p.269-275			1		['Pulmonary', ' ', 'Function', ' ', 'and', ' ', 'Chest', ' ', 'Expansion', ' ', 'in', ' ', 'Thai', ' ', 'boys', ' ', 'with', ' ', 'Down', ' ', 'Syndrome', '.']	9999.0
1852	1852	1852	2065	ผลของความเร็วในการออกกำลังกายด้วยจักรยานวัดงานต่อการตอบสนองของระบบหัวใจและหลอดเลือดในหญิงไทยสุขภาพดี อายุ 18-23 ปี	อ.จิตานันท์  เหล่าศิริไพศาล	2 เมษายน-มิถุนายน 2555	ธรรมศาสตร์เวชสาร ปีที่ 12 ฉบับที่ 2 หน้า 338-343			1		['ผล', 'ของ', 'ความ', 'เร็ว', 'ใน', 'การ', 'ออก', 'กำลัง', 'กาย', 'ด้วย', 'จักรยาน', 'วัด', 'งาน', 'ต่อ', 'การ', 'ตอบสนอง', 'ของ', 'ระบบ', 'หัวใจ', 'และ', 'หลอด', 'เลือด', 'ใน', 'หญิง', 'ไทย', 'สุขภาพ', 'ดี', ' ', 'อายุ', ' ', '18', '-', '23', ' ', 'ปี']	9999.0
1853	1853	1853	2066	การศึกษาความเหมาะสมของการใช้แบบประเมินการเคลื่อนไหวชนิด 88 และ 66 ในการประเมินพัฒนาการด้านกล้ามเนื้อมัดใหญ่ในเด็กเล็กไทยพัฒนาการปกติ	อ.ศิรินาถ  เลียบศิรินนท์	2 เมษายน-มิถุนายน 2555	ธรรมศาสตร์เวชสาร ปีที่ 12 ฉบับที่ 2    หน้า 344-352			1		['การ', 'ศึกษา', 'ความ', 'เหมาะสม', 'ของ', 'การ', 'ใช้', 'แบบ', 'ประเมิน', 'การ', 'เคลื่อนไหว', 'ชนิด', ' ', '88', ' ', 'และ', ' ', '66', ' ', 'ใน', 'การ', 'ประเมิน', 'พัฒนาการ', 'ด้าน', 'กล้ามเนื้อ', 'มัด', 'ใหญ่', 'ใน', 'เด็ก', 'เล็ก', 'ไทย', 'พัฒนาการ', 'ปกติ']	9999.0
1854	1854	1854	2067	การตีบแคบของหลอดลมหลังการออกกำลังกายในน้ำเปรียบเทียบกับการออกกำลังกายบนบก ในหญิงไทยสุขภาพดี อายุ 18-25 ปี	อ.จิตานันท์  เหล่าศิริไพศาล	2555	ธรรมศาสตร์เวชสาร ปีที่ 12 ฉบับที่ 3 			1		['การ', 'ตีบ', 'แคบ', 'ของ', 'หลอด', 'ลม', 'หลัง', 'การ', 'ออก', 'กำลัง', 'กาย', 'ใน', 'น้ำ', 'เปรียบเทียบ', 'กับ', 'การ', 'ออก', 'กำลัง', 'กาย', 'บน', 'บก', ' ', 'ใน', 'หญิง', 'ไทย', 'สุขภาพ', 'ดี', ' ', 'อายุ', ' ', '18', '-', '25', ' ', 'ปี']	9999.0
1855	1855	1855	2068	การเปรียบเทียบสมรรถภาพทางกายระหว่างเด็กในสถานสงเคราะห์และเด็กวัยเรียนเพศหญิง อายุ 7-9 ปี	ผศ.ดร.เกษรา  รักษ์พงษ์สิริ	2555	ธรรมศาสตร์เวชสาร ปีที่ 12 ฉบับที่ 5 			1		['การ', 'เปรียบเทียบ', 'สมรรถภาพ', 'ทาง', 'กาย', 'ระหว่าง', 'เด็ก', 'ใน', 'สถาน', 'สงเคราะห์', 'และ', 'เด็ก', 'วัย', 'เรียน', 'เพศหญิง', ' ', 'อายุ', ' ', '7', '-', '9', ' ', 'ปี']	9999.0
1856	1856	1856	2069	3D Modeling from Multiple Projections.	S. Taertulakarn, W. Withayachumnankul, M. Sangwosil	January-December 2012	International Journal of Applied Biomedical Engineering. Vol.5 No.1 January-December 2012			1		['3D', ' ', 'Modeling', ' ', 'from', ' ', 'Multiple', ' ', 'Projections', '.']	2555.0
1857	1857	1857	2070	Neuraminidase amino acids 149 and 347 determine the infectivity and oseltamivir sensitivity of pandemic influenza A/H1N1 (2009) and avian influenza A/H5N1.	Yongkiettrakul S, Nivitchanyong T, Pannengpetch S, Wanitchang A, Jongkaewwattana A, Srimanote P.	2013 Apr 29	Virus Research. 2013 Apr 29. pii: S0168-1702(13)00128-7. doi: 10.1016/j.virusres.2013.04.011. [Epub ahead of print]			1		['Neuraminidase', ' ', 'amino', ' ', 'acids', ' ', '149', ' ', 'and', ' ', '347', ' ', 'determine', ' ', 'the', ' ', 'infectivity', ' ', 'and', ' ', 'oseltamivir', ' ', 'sensitivity', ' ', 'of', ' ', 'pandemic', ' ', 'influenza', ' ', 'A', '/', 'H', '1N', '1', ' ', '(', '2009', ')', ' ', 'and', ' ', 'avian', ' ', 'influenza', ' A', '/', 'H', '5N', '1', '.']	2556.0
1858	1858	1858	2071	Improved Allele-Specific PCR Technique for Kidd Blood Group Genotyping	Intharanut, K., Grams, R., Bejrachandra, S., Sriwanitchrak, P., Nathalang, O.	January 2013	"Journal of Clinical Laboratory Analysis 
Volume 27, Issue 1, January 2013, Pages 53-58"			1		['Improved', ' ', 'Allele', '-', 'Specific', ' ', 'PCR', ' ', 'Technique', ' ', 'for', ' Kidd', ' Blood', ' ', 'Group', ' ', 'Genotyping']	2556.0
1859	1859	1859	2072	Control of Listeria monocytogenes on sliced bologna sausage using a novel bacteriocin, amysin, produced by Bacillus amyloliqu e faciens isolated from Thai shrimp paste (Kapi)	Kaewklom, S., Lumlert, S., Kraikul, W., Aunpad, R.	August 2013	"Food Control 
Volume 32, Issue 2, August 2013, Pages 552-557"			1		['Control', ' ', 'of', ' ', 'Listeria monocytogenes', ' ', 'on', ' ', 'sliced', ' ', 'bologna', ' ', 'sausage', ' ', 'using', ' ', 'a', ' ', 'novel', ' ', 'bacteriocin', ',', ' ', 'amysin', ',', ' ', 'produced', ' ', 'by', ' ', 'Bacillus amyloliqu e', ' ', 'faciens', ' ', 'isolated', ' ', 'from', ' ', 'Thai', ' ', 'shrimp', ' paste', ' ', '(', 'Kapi', ')']	2556.0
1860	1860	1860	2073	Comparison between utility of the Thai Pediatric Quality of Life Inventory 4.0 Generic Core Scales and 3.0 Cerebral Palsy Module	Tantilipikorn, P  ; Watter, P  ; Prasertsukdee, S 	MAR 2013 	INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH  Volume: 36   Issue: 1   Pages: 21-29   DOI: 10.1097/MRR.0b013e32835692b8   Published: MAR 2013 			1		['Comparison', ' ', 'between', ' ', 'utility', ' ', 'of', ' ', 'the', ' ', 'Thai', ' ', 'Pediatric', ' ', 'Quality', ' ', 'of', ' ', 'Life', ' ', 'Inventory', ' ', '4', '.', '0', ' ', 'Generic', ' ', 'Core', ' ', 'Scales', ' ', 'and', ' ', '3', '.', '0', ' ', 'Cerebral', ' ', 'Palsy', ' ', 'Module']	1640.0
1861	1861	1861	2074	Feasibility, reliability and validity of the Thai version of the Pediatric Quality of Life Inventory 3.0 cerebral palsy module 	Tantilipikorn, P  ; Watter, P  ; Prasertsukdee, S  	MAR 2013 	QUALITY OF LIFE RESEARCH  Volume: 22   Issue: 2   Pages: 415-421   DOI: 10.1007/s11136-012-0161-3   Published: MAR 2013 			1		['Feasibility', ',', ' ', 'reliability', ' ', 'and', ' ', 'validity', ' ', 'of', ' ', 'the', ' ', 'Thai', ' ', 'version', ' ', 'of', ' ', 'the', ' ', 'Pediatric', ' ', 'Quality', ' ', 'of', ' ', 'Life', ' ', 'Inventory', ' ', '3', '.', '0', ' ', 'cerebral', ' ', 'palsy', ' ', 'module', ' ']	1550.0
1862	1862	1862	2075	One-year incidence and risk factors of thoracic spine pain in undergraduate students	Kanchanomai, S., Janwantanakul, P. , Jiamjarasrangsi, W.	January 2013	"Journal of Physical Therapy Science 
Volume 25, Issue 1, January 2013, Pages 15-20"			1		['One', '-', 'year', ' ', 'incidence', ' ', 'and', ' ', 'risk', ' ', 'factors', ' ', 'of', ' ', 'thoracic', ' ', 'spine', ' ', 'pain', ' ', 'in', ' ', 'undergraduate', ' ', 'students']	2556.0
1863	1863	1863	2076	Semantic processing in subliminal face stimuli: An EEG and tDCS study.	Kongthong N, Minami T, Nakauchi S.	2013 Apr 12	Neurosci Lett. 2013 Apr 12. pii: S0304-3940(13)00334-0. doi: 10.1016/j.neulet.2013.04.002. [Epub ahead of print]			1		['Semantic', ' ', 'processing', ' ', 'in', ' ', 'subliminal', ' ', 'face', ' ', 'stimuli', ':', ' ', 'An', ' ', 'EEG', ' ', 'and', ' ', 'tDCS', ' ', 'study.']	2556.0
1864	1864	1864	2077	Development of two distinct dendritic-like APCs in the context of splenic stroma.	Periasamy P, Petvises S, O'Neill HC.	2013	Front Immunol. 2013;4:73. doi: 10.3389/fimmu.2013.00073. Epub 2013 Mar 20.			1		['Development', ' ', 'of', ' ', 'two', ' ', 'distinct', ' ', 'dendritic', '-', 'like', ' ', 'APCs', ' ', 'in', ' ', 'the', ' ', 'context', ' ', 'of', ' ', 'splenic', ' ', 'stroma', '.']	2556.0
1865	1865	1865	2078	Human neutrophil alloantigen genotype frequencies in Thai blood donors.	Changsri K, Tobunluepop P, Songthammawat D, Apornsuwan T, Kaset C, Nathalang O.	2013 Jan 23	Blood Transfus. 2013 Jan 23:1-6. doi: 10.2450/2013.0161-12. [Epub ahead of print]			1		['Human', ' ', 'neutrophil', ' ', 'alloantigen', ' ', 'genotype', ' ', 'frequencies', ' ', 'in', ' ', 'Thai', ' ', 'blood', ' ', 'donors', '.']	2556.0
1866	1866	1866	2079	A serine-to-asparagine mutation at position 314 of H5N1 avian influenza virus NP is a temperature-sensitive mutation that interferes with nuclear localization of NP	Siboonnan, N., Wiriyarat, W., Boonarkart, C., Chakritbudsabong, W., Jongkaewwattana, A., Puthavathana, P., Auewarakul, P., Suptawiwat, O.	2013	"Archives of Virology 
2013, Pages 1-7"			1		['A', ' ', 'serine', '-', 'to', '-', 'asparagine', ' ', 'mutation', ' ', 'at', ' ', 'position', ' ', '314', ' ', 'of', ' ', 'H', '5', 'N', '1', ' ', 'avian', ' ', 'influenza', ' virus', ' ', 'NP', ' ', 'is', ' ', 'a', ' ', 'temperature', '-', 'sensitive', ' ', 'mutation', ' ', 'that', ' ', 'interferes', ' ', 'with', ' ', 'nuclear', ' ', 'localization', ' ', 'of', ' ', 'NP']	2556.0
1867	1867	1867	2080	Comparative proteomic analysis implicates eEF2 as a novel target of PI3K gamma in the MDA-MB-231 metastatic breast cancer cell line	Niu, MZ  ; Klingler-Hoffmann, M  ; Brazzatti, JA  ; Forbes, B  ; Akekawatchai, C  ; Hoffmann, P  ; McColl, SR 	2013 JAN 15  	PROTEOME SCIENCE  Volume: 11     Article Number: 4   DOI: 10.1186/1477-5956-11-4   Published: JAN 15 2013 			1		['Comparative', ' ', 'proteomic', ' ', 'analysis', ' ', 'implicates', ' ', 'eEF', '2', ' ', 'as', ' ', 'a', ' ', 'novel', ' ', 'target', ' ', 'of', ' ', 'PI3K', ' ', 'gamma', ' ', 'in', ' ', 'the', ' ', 'MDA', '-', 'MB', '-', '231', ' ', 'metastatic', ' ', 'breast', ' ', 'cancer', ' ', 'cell', ' ', 'line']	1729.0
1868	1868	1868	2081	Hepatitis B virus X protein up-regulates tumor necrosis factor-? expression in cultured mesangial cells via ERKs and NF-?B pathways.	Lu HZ, Zhou JH, Pongsavee M.	2013 Mar	Asian Pac J Trop Biomed. 2013 Mar;3(3):217-22. doi: 10.1016/S2221-1691(13)60053-2.			1		['Hepatitis', ' ', 'B', ' ', 'virus', ' ', 'X', ' ', 'protein', ' ', 'up', '-', 'regulates', ' ', 'tumor', ' ', 'necrosis', ' ', 'factor', '-', '?', ' ', 'expression', ' ', 'in', ' ', 'cultured', ' ', 'mesangial', ' ', 'cells', ' ', 'via ', 'ERKs', ' ', 'and', ' ', 'NF', '-', '?', 'B', ' ', 'pathways', '.']	2556.0
1869	1869	1869	2082	Identification of Blastocystis Subtype 1 Variants in the Home for Girls, Bangkok, Thailand 	Thathaisong, U  ; Siripattanapipong, S  ; Mungthin, M  ; Pipatsatitpong, D  ; Tan-ariya, P  ; Naaglor, T  ; Leelayoova, S 	FEB 2013 	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE  Volume: 88   Issue: 2   Pages: 352-358   DOI: 10.4269/ajtmh.2012.12-0237   Published: FEB 2013 			1		['Identification', ' ', 'of', ' ', 'Blastocystis', ' ', 'Subtype', ' ', '1', ' ', 'Variants', ' ', 'in', ' ', 'the', ' ', 'Home', ' ', 'for', ' ', 'Girls', ',', ' ', 'Bangkok', ',', ' ', 'Thailand', ' ']	4269.0
1870	1870	1870	2083	The spread of obesity in developing and transitional countries : A focus on the Mekong Region, Southeast Asia	รศ.ดร.มรรยาท รุจิวิชชญ์	World Medical and Health Policy Vol.4, Issue 1, No.4, April 2012	2012			1		['The', ' ', 'spread', ' ', 'of', ' ', 'obesity', ' ', 'in', ' ', 'developing', ' ', 'and', ' ', 'transitional', ' ', 'countries', ' ', ':', ' ', 'A', ' ', 'focus', ' ', 'on', ' ', 'the', ' ', 'Mekong', ' ', 'Region', ',', ' ', 'Southeast', ' ', 'Asia']	2555.0
1871	1871	1871	2084	The Effect of the one-to-one interaction process with group supportive psychotherapy on the level of hope, anxiety and self-care practice of patients that have experienced organ loss: An alternative nursing care model	รศ.ดร.มรรยาท รุจิวิชชญ์	International Journal of Nursing Practice, Vol.18, Issue 4, Aug 2012	2012			1		['The', ' ', 'Effect', ' ', 'of', ' ', 'the', ' ', 'one', '-', 'to', '-', 'one', ' ', 'interaction', ' ', 'process', ' ', 'with', ' ', 'group', ' ', 'supportive', ' ', 'psychotherapy', ' ', 'on', ' ', 'the', ' ', 'level', ' ', 'of', ' ', 'hope', ',', ' ', 'anxiety', ' ', 'and', ' ', 'self', '-', 'care', ' ', 'practice', ' ', 'of', ' ', 'patients', ' ', 'that', ' ', 'have', ' ', 'experienced', ' ', 'organ', ' ', 'loss', ':', ' ', 'An', ' ', 'alternative', ' ', 'nursing', ' ', 'care', ' ', 'model']	2555.0
1872	1872	1872	2085	The Influence of the Perceptions of Environmental Factors on Self-Reported Health Status Among Thais	รศ.ดร.มรรยาท รุจิวิชชญ์	World Medical and Health Policy Vol.4, No.3, 2012	2012			1		['The', ' ', 'Influence', ' ', 'of', ' ', 'the', ' ', 'Perceptions', ' ', 'of', ' ', 'Environmental', ' ', 'Factors', ' ', 'on', ' ', 'Self', '-', 'Reported', ' ', 'Health', ' ', 'Status', ' ', 'Among', ' ', 'Thais']	2555.0
1873	1873	1873	2086	Determinants Affecting the Well-Being of People in the Greater Mekong Sub-region Countries	รศ.ดร.มรรยาท รุจิวิชชญ์	Nursing and Health Sciences	2012			1		['Determinants', ' ', 'Affecting', ' ', 'the', ' ', 'Well', '-', 'Being', ' ', 'of', ' ', 'People', ' ', 'in', ' ', 'the', ' ', 'Greater', ' ', 'Mekong', ' ', 'Sub', '-region', ' ', 'Countries']	2555.0
1874	1874	1874	2087	Effectiveness of a School-based Cognitive Behavioral Therapy Program for Thai Adolesscents with Depressive Symptoms	อ.ดร.สารรัตน์ วุฒิอาภา	Pacific Rim International Journal of Nursing Research Vol.16 No.3 July-Sep, 2012	2012			1		['Effectiveness', ' ', 'of', ' ', 'a', ' ', 'School', '-', 'based', ' ', 'Cognitive', ' ', 'Behavioral', ' ', 'Therapy', ' ', 'Program', ' ', 'for', ' ', 'Thai', ' ', 'Adolesscents', ' ', 'with', ' ', 'Depressive', ' ', 'Symptoms']	2555.0
1875	1875	1875	2088	The spread of obesity in developing and transitional countries : A focus on the Mekong Region  Southeast Asia	รศ.ดร.มรรยาท รุจิวิชชญ์	World Medical and Health Policy Vol.4  Issue 1  No.4  April 2012	2012			1		['The', ' ', 'spread', ' ', 'of', ' ', 'obesity', ' ', 'in', ' ', 'developing', ' ', 'and', ' ', 'transitional', ' ', 'countries', ' ', ':', ' ', 'A', ' ', 'focus', ' ', 'on', ' ', 'the', ' ', 'Mekong', ' ', 'Region', ' ', ' ', 'Southeast', ' ', 'Asia']	2555.0
1876	1876	1876	2089	The Effect of the one-to-one interaction process with group supportive psychotherapy on the level of hope  anxiety and self-care practice of patients that have experienced organ loss: An alternative nursing care model	รศ.ดร.มรรยาท รุจิวิชชญ์	International Journal of Nursing Practice  Vol.18  Issue 4  Aug 2012	2012			1		['The', ' ', 'Effect', ' ', 'of', ' ', 'the', ' ', 'one', '-', 'to', '-', 'one', ' ', 'interaction', ' ', 'process', ' ', 'with', ' ', 'group', ' ', 'supportive', ' ', 'psychotherapy', ' ', 'on', ' ', 'the', ' ', 'level', ' ', 'of', ' ', 'hope', ' ', ' ', 'anxiety', ' ', 'and', ' ', 'self', '-', 'care', ' ', 'practice', ' ', 'of', ' ', 'patients', ' ', 'that', ' ', 'have', ' ', 'experienced', ' ', 'organ', ' ', 'loss', ':', ' ', 'An', ' ', 'alternative', ' ', 'nursing', ' ', 'care', ' ', 'model']	2555.0
1877	1877	1877	2090	The Influence of the Perceptions of Environmental Factors on Self-Reported Health Status Among Thais	รศ.ดร.มรรยาท รุจิวิชชญ์	World Medical and Health Policy Vol.4  No.3  2012	2012			1		['The', ' ', 'Influence', ' ', 'of', ' ', 'the', ' ', 'Perceptions', ' ', 'of', ' ', 'Environmental', ' ', 'Factors', ' ', 'on', ' ', 'Self', '-', 'Reported', ' ', 'Health', ' ', 'Status', ' ', 'Among', ' ', 'Thais']	2555.0
1878	1878	1878	2091	Determinants Affecting the Well-Being of People in the Greater Mekong Sub-region Countries	รศ.ดร.มรรยาท รุจิวิชชญ์	Nursing and Health Sciences	2012			1		['Determinants', ' ', 'Affecting', ' ', 'the', ' ', 'Well', '-', 'Being', ' ', 'of', ' ', 'People', ' ', 'in', ' ', 'the', ' ', 'Greater', ' ', 'Mekong', ' ', 'Sub', '-region', ' ', 'Countries']	2555.0
1879	1879	1879	2092	Effectiveness of a School-based Cognitive Behavioral Therapy Program for Thai Adolesscents with Depressive Symptoms	อ.ดร.สารรัตน์ วุฒิอาภา	Pacific Rim International Journal of Nursing Research Vol.16 No.3 July-Sep  2012	2012			1		['Effectiveness', ' ', 'of', ' ', 'a', ' ', 'School', '-', 'based', ' ', 'Cognitive', ' ', 'Behavioral', ' ', 'Therapy', ' ', 'Program', ' ', 'for', ' ', 'Thai', ' ', 'Adolesscents', ' ', 'with', ' ', 'Depressive', ' ', 'Symptoms']	2555.0
1880	1880	1880	2093	ผลของการทบทวนโดยใช้บทเรียนคอมพิวเตอร์ช่วยสอนเรื่อง  การทำแผลกดทับต่อความรู้ และทักษะการปฏิบัติ และความคิดเห็นของนักศึกษาพยาบาลชั้นปีที่ 2 	อ.จิณพิชญ์ชา มะมม	วารสารสภาการพยาบาล ปีที่ 27 ฉบับที่ 3 ก.ค. - ก.ย. 55	2012			1		['ผล', 'ของ', 'การ', 'ทบทวน', 'โดย', 'ใช้', 'บท', 'เรียน', 'คอมพิวเตอร์', 'ช่วย', 'สอน', 'เรื่อง', ' ', ' ', 'การ', 'ทำ', 'แผล', 'กดทับ', 'ต่อ', 'ความ', 'รู้', ' ', 'และ', 'ทักษะ', 'การ', 'ปฏิบัติ', ' ', 'และ', 'ความ', 'คิดเห็น', 'ของ', 'นัก', 'ศึกษา', 'พยาบาล', 'ชั้น', 'ปี', 'ที่', ' ', '2', ' ']	2555.0
1881	1881	1881	2094	ประสบการณ์การณ์เปลี่ยนบทบาทจากนักศึกษาพยาบาลสู่การเป็นพยาบาลวิชาชีพ	อ.ปริญญา แร่ทอง   ผศ.ดร.ธีรนุช ห้านิรัติศัย	วารสารสภาการพยาบาล ปีที่ 27 ฉบับที่ 2 เม.ย. - มิ.ย. 55	2012			1		['ประสบการณ์', 'การณ์', 'เปลี่ยน', 'บทบาท', 'จาก', 'นัก', 'ศึกษา', 'พยาบาล', 'สู่', 'การ', 'เป็น', 'พยาบาล', 'วิชาชีพ']	2555.0
1882	1882	1882	2095	โครงการปัจจัยทำนายคุณภาพชีวิตของพนักงานรักษาความปลอดภัย มหาวิทยาลัยธรรมศาสตร์	อ.ดร.มัณฑนา ดำรงศักดิ์   ผศ.ดร.ธีรนุช ห้านิรัติศัย	พยาบาลสาร มช.ปีที่ 40 ฉบับที่ 3 (ก.ค.-กย.55)	2012			1		['โครงการ', 'ปัจจัย', 'ทำ', 'นาย', 'คุณภาพ', 'ชีวิต', 'ของ', 'พนักงาน', 'รักษา', 'ความ', 'ปลอด', 'ภัย', ' ', 'มหาวิทยาลัยธรรมศาสตร์']	2555.0
1883	1883	1883	2096	ปัจจัยที่มีความสัมพันธ์ต่อการติดเกมคอมพิวเตอร์ในนักเรียนระดับชั้นประถมศึกษา	อ.ประกายเพชร สุภะเกษ	วารสารสาธารณสุช มหาวิทยาลัยมหิดล ปีที่ 42 ฉบับที่ 1 ม.ค. - เม.ย. 55	2012			1		['ปัจจัย', 'ที่', 'มี', 'ความ', 'สัมพันธ์', 'ต่อ', 'การ', 'ติด', 'เกม', 'คอมพิวเตอร์', 'ใน', 'นัก', 'เรียน', 'ระดับ', 'ชั้น', 'ประถมศึกษา']	2555.0
1884	1884	1884	2097	ปัจจัยที่ทำให้เกิดแรงจูงใจในการทำงานของคณาจารย์ธรรมศาสตร์	อ.ทิพย์สุดา สำเนียงเสนาะ   อ.วิชิยา ยลพันธ์	ธรรมศาสตร์เวชสาร ปีที่ 12 ฉบับที่ 1 ม.ค. - มี.ค. 55	2012			1		['ปัจจัย', 'ที่', 'ทำ', 'ให้', 'เกิด', 'แรง', 'จูงใจ', 'ใน', 'การ', 'ทำ', 'งาน', 'ของ', 'คณาจารย์ธรรมศาสตร์']	2555.0
