	Unnamed: 0	id	name	year	start_date	end_date	status	title	first_name	last_name	granter	tokenized_title
193	193	194	ฝึกอบรมหลักสูตรการพัฒนาศักยภาพและเสริมสร้างความรู้แก่ข้าราชการในภูมิภาค รุ่นที่ 3	2550	4/23/2007	4/27/2007	ปิดโครงการ		TU-RAC	TU-RAC	กรมบัญชีกลาง	['ฝึกอบรม', 'หลักสูตร', 'การ', 'พัฒนา', 'ศักยภาพ', 'และ', 'เสริมสร้าง', 'ความ', 'รู้', 'แก่', 'ข้า', 'ราชการ', 'ใน', 'ภูมิภาค', ' ', 'รุ่น', 'ที่', ' ', '3']
194	194	195	ฝึกอบรมหลักสูตรการเสริมสร้างสมรรถนะข้าราชการ รุ่นที่ 3	2550	5/21/2007	5/25/2007	ปิดโครงการ		TU-RAC	TU-RAC	กรมบัญชีกลาง	['ฝึกอบรม', 'หลักสูตร', 'การ', 'เสริมสร้าง', 'สมรรถนะ', 'ข้า', 'ราชการ', ' ', 'รุ่น', 'ที่', ' ', '3']
195	195	196	ฝึกอบรมหลักสูตรการพัฒนาศักยภาพและเสริมสร้างความรู้แก่ข้าราชการในภูมิภาค รุ่นที่ 4	2550	4/30/2007	5/4/2007	ปิดโครงการ		TU-RAC	TU-RAC	กรมบัญชีกลาง	['ฝึกอบรม', 'หลักสูตร', 'การ', 'พัฒนา', 'ศักยภาพ', 'และ', 'เสริมสร้าง', 'ความ', 'รู้', 'แก่', 'ข้า', 'ราชการ', 'ใน', 'ภูมิภาค', ' ', 'รุ่น', 'ที่', ' ', '4']
196	196	197	การจัดทำแผนแม่บทพัฒนาเทคโนโลยีสารสนเทศ บริหารจัดการและพัฒนาระบบเทคโนโลยีสารสนเทศ และจ้างผู้เชี่ยวชาญเทคโนโลยีสารสนเทศและการสื่อสาร	2550	8/28/2007	1/12/2009	ปิดโครงการ	รองศาสตราจารย์ ม.ร.ว.	พงษ์สวัสดิ์	สวัสดิวัตน์	กรมส่งเสริมการส่งออก	['การ', 'จัดทำ', 'แผนแม่บท', 'พัฒนา', 'เทคโนโลยีสารสนเทศ', ' ', 'บริหารจัดการ', 'และ', 'พัฒนา', 'ระบบ', 'เทคโนโลยี', 'สารสนเทศ', ' ', 'และ', 'จ้าง', 'ผู้', 'เชี่ยวชาญ', 'เทคโนโลยีสารสนเทศและการสื่อสาร']
197	197	198	การพิจารณากลั่นกรองรายละเอียดเงื่อนไขการจัดหาระบบเทคโนโลยีสารสนเทศของ การท่าเรือแห่งประเทศไทย	2550	3/15/2007	4/14/2007	ปิดโครงการ	รองศาสตราจารย์ ม.ร.ว.	พงษ์สวัสดิ์	สวัสดิวัตน์	การท่าเรือแห่งประเทศไทย	['การ', 'พิจารณา', 'กลั่นกรอง', 'รายละเอียด', 'เงื่อนไข', 'การ', 'จัดหา', 'ระบบ', 'เทคโนโลยี', 'สารสนเทศ', 'ของ', ' ', 'การท่าเรือแห่งประเทศไทย']
198	198	199	จัดหาระบบการให้บริการท่าเทียบเรือตู้สินค้าทดแทนระบบเดิม ของการท่าเรือแห่งประเทศไทย	2550	6/6/2007	11/3/2007	ปิดโครงการ	รองศาสตราจารย์ ม.ร.ว.	พงษ์สวัสดิ์	สวัสดิวัตน์	การท่าเรือแห่งประเทศไทย	['จัดหา', 'ระบบ', 'การ', 'ให้', 'บริการ', 'ท่า', 'เทียบ', 'เรือ', 'ตู้', 'สินค้า', 'ทดแทน', 'ระบบ', 'เดิม', ' ', 'ของ', 'การท่าเรือแห่งประเทศไทย']
199	199	200	ฝึกอบรมหลักสูตร การจัดทำแผนปฏิบัติการและการจัดทำโครงการ	2550	12/16/2006	12/17/2006	ปิดโครงการ		TU-RAC	TU-RAC	สถาบันการบินพลเรือน	['ฝึกอบรม', 'หลักสูตร', ' ', 'การ', 'จัดทำ', 'แผน', 'ปฏิบัติการ', 'และ', 'การ', 'จัดทำ', 'โครงการ']
200	200	201	จัดทำแผนการจัดการความรู้เกี่ยวกับองค์ความรู้ในการสร้างค่านิยมและจิตสำนึกในความเป็นไทยตามหลักปรัชญาเศรษฐกิจพอเพียง	2550	5/11/2007	9/30/2007	ปิดโครงการ	รองศาสตราจารย์ ม.ร.ว.	พงษ์สวัสดิ์	สวัสดิวัตน์	สำนักงานปลัดกระทรวงวัฒนธรรม	['จัดทำ', 'แผน', 'การ', 'จัดการ', 'ความ', 'รู้', 'เกี่ยว', 'กับ', 'องค์', 'ความ', 'รู้', 'ใน', 'การ', 'สร้าง', 'ค่า', 'นิยม', 'และ', 'จิตสำนึก', 'ใน', 'ความ', 'เป็น', 'ไทย', 'ตาม', 'หลัก', 'ปรัชญา', 'เศรษฐกิจ', 'พอเพียง']
201	201	202	Wind Turbine Test in Wind Tunnel	2550	11-Jul-50	22-Aug-50	ปิดโครงการ	รองศาสตราจารย์ ดร.	วิโรจน์	บุญญภิญโญ	บริษัท NOX (ประเทศไทย) จำกัด	['Wind', ' ', 'Turbine', ' ', 'Test', ' ', 'in', ' ', 'Wind', ' ', 'Tunnel']
202	202	203	ฝึกอบรมหลักสูตรการพัฒนาศักยภาพและเสริมสร้างความรู้แก่ข้าราชการในภูมิภาค รุ่นที่ 5	2551	4/21/2008	4/25/2008	ปิดโครงการ		TU-RAC	TU-RAC	กรมบัญชีกลาง	['ฝึกอบรม', 'หลักสูตร', 'การ', 'พัฒนา', 'ศักยภาพ', 'และ', 'เสริมสร้าง', 'ความ', 'รู้', 'แก่', 'ข้า', 'ราชการ', 'ใน', 'ภูมิภาค', ' ', 'รุ่น', 'ที่', ' ', '5']
203	203	204	ฝึกอบรมหลักสูตรการเสริมสร้างสมรรถนะข้าราชการ รุ่นที่ 5	2551	4/28/2008	4/2/2008	ปิดโครงการ		TU-RAC	TU-RAC	กรมบัญชีกลาง	['ฝึกอบรม', 'หลักสูตร', 'การ', 'เสริมสร้าง', 'สมรรถนะ', 'ข้า', 'ราชการ', ' ', 'รุ่น', 'ที่', ' ', '5']
204	204	205	จัดทำมาตรฐานและตัวชี้วัดความเสนอภาคระหว่างหญิงชาย	2551	6/12/2008	4/7/2009	ปิดโครงการ	รองศาสตราจารย์ ดร.	โกวิทย์	พวงงาม	สำนักงานกิจการสตรีและสถาบันครอบครัว	['จัดทำ', 'มาตรฐาน', 'และ', 'ตัว', 'ชี้', 'วัด', 'ความ', 'เสนอ', 'ภาค', 'ระหว่าง', 'หญิง', 'ชาย']
205	205	206	ฝึกอบรมหลักสูตรการเสริมสร้างสมรรถนะข้าราชการ รุ่นที่ 7	2551	5/26/2008	5/30/2008	ปิดโครงการ		TU-RAC	TU-RAC	กรมบัญชีกลาง	['ฝึกอบรม', 'หลักสูตร', 'การ', 'เสริมสร้าง', 'สมรรถนะ', 'ข้า', 'ราชการ', ' ', 'รุ่น', 'ที่', ' ', '7']
206	206	207	ฝึกอบรมหลักสูตรการเสริมสร้างสมรรถนะข้าราชการ รุ่นที่ 6	2551	5/12/2008	5/16/2008	ปิดโครงการ		TU-RAC	TU-RAC	กรมบัญชีกลาง	['ฝึกอบรม', 'หลักสูตร', 'การ', 'เสริมสร้าง', 'สมรรถนะ', 'ข้า', 'ราชการ', ' ', 'รุ่น', 'ที่', ' ', '6']
207	207	208	อบรมและศึกษาดูงานหลักสูตร หลักการพัฒนาท้องถิ่นและการบริหารงานเชิงมุ่งผลสัมฤทธิ์	2551	5/20/2008	7/15/2008	ปิดโครงการ		TU-RAC	TU-RAC	องค์กรปกครองส่วนท้องถิ่นจังหวัดฉะเชิงเทรา	['อบรม', 'และ', 'ศึกษา', 'ดู', 'งาน', 'หลักสูตร', ' ', 'หลักการ', 'พัฒนา', 'ท้องถิ่น', 'และ', 'การ', 'บริหาร', 'งาน', 'เชิง', 'มุ่ง', 'ผล', 'สัมฤทธิ์']
208	208	209	การสร้างประสิทธิภาพประชาคมสื่อและอาสาสมัครประชาสัมพันธ์ สำนักงานสภาที่ปรึกษาเศรษฐกิจและสังคมแห่งชาติ	2551	4/10/2008	4/10/2009	ปิดโครงการ	รองศาสตราจารย์ ดร.	กำพล	รุจิวิชชญ์	สำนักงานเสริมสร้างเอกลักษณ์ของชาติ	['การ', 'สร้าง', 'ประสิทธิภาพ', 'ประชาคม', 'สื่อ', 'และ', 'อาสา', 'สมัคร', 'ประชาสัมพันธ์', ' ', 'สำนักงานสภาที่ปรึกษา', 'เศรษฐกิจและสังคมแห่งชาติ']
209	209	210	อบรมและศึกษาดูงานหลักสูตร หลักการพัฒนาท้องถิ่นและการบริหารงานเชิงมุ่งผลสัมฤทธิ์	2551	5/23/2008	5/30/2008	ปิดโครงการ		TU-RAC	TU-RAC	องค์กรปกครองส่วนท้องถิ่น จังหวัดอุทัยธานี	['อบรม', 'และ', 'ศึกษา', 'ดู', 'งาน', 'หลักสูตร', ' ', 'หลักการ', 'พัฒนา', 'ท้องถิ่น', 'และ', 'การ', 'บริหาร', 'งาน', 'เชิง', 'มุ่ง', 'ผล', 'สัมฤทธิ์']
210	210	211	การศึกษาและพัฒนาระบบบริหารทรัพย์สินกรมทางหลวง	2551	10/1/2008	9/25/2010	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	วีริศ	อัมระปาล	กรมทางหลวง	['การ', 'ศึกษา', 'และ', 'พัฒนา', 'ระบบ', 'บริหาร', 'ทรัพย์สิน', 'กรมทางหลวง']
211	211	212	พัฒนากรอบแนวทางมาตรฐานการแลกเปลี่ยนข้อมูลแห่งชาติ (Thailand e-Goverment Interoperability framework) ระยะที่ 2	2551	3/25/2008	1/19/2009	ปิดโครงการ	อาจารย์ ดร.	ชุมพล	บุญมี	สำนักงานปลัดกระทรวงเทคโนโลยีสารสนเทศและการสื่อสาร	['พัฒนา', 'กรอบ', 'แนวทาง', 'มาตรฐาน', 'การ', 'แลกเปลี่ยน', 'ข้อมูล', 'แห่ง', 'ชาติ', ' ', '(', 'Thailand', ' ', 'e', '-', 'Goverment', ' ', 'Interoperability', ' ', 'framework', ')', ' ', 'ระยะ', 'ที่', ' ', '2']
212	212	213	จัดทำโปรแกรมพัฒนาระบบการบริหารจัดการทางการศึกษา	2551	9/9/2008	9/4/2009	ปิดโครงการ	รองศาสตราจารย์ ดร.	อาณัติ	ลีมัคเดช	สถาบันการพลศึกษา	['จัดทำ', 'โปรแกรม', 'พัฒนา', 'ระบบ', 'การ', 'บริหารจัดการ', 'ทาง', 'การ', 'ศึกษา']
213	213	214	การฝึกอบรมและศึกษาดูงานโครงการเพิ่มประสิทธิภาพการปฏิบัติราชการสำนักงานปลัดกระทรวงเทคโนโลยีสารสนเทศและการสื่อสาร	2551	8/20/2008	12/18/2008	ปิดโครงการ		TU-RAC	TU-RAC	สำนักงานปลัดกระทรวงเทคโนโลยีสารสนเทศและการสื่อสาร	['การ', 'ฝึกอบรม', 'และ', 'ศึกษา', 'ดู', 'งาน', 'โครงการ', 'เพิ่ม', 'ประสิทธิภาพ', 'การ', 'ปฏิบัติ', 'ราชการ', 'สำนักงานปลัดกระทรวงเทคโนโลยีสารสนเทศและการสื่อสาร']
214	214	215	สำรวจความพึงพอใจต่อการให้บริการในทางหลวงพิเศษ ปี 2551	2551	1/26/2008	7/24/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	เพ็ญแข	ศิริวรรณ	สำนักงานทางหลวงพิเศษระหว่างเมือง	['สำรวจ', 'ความ', 'พึงพอใจ', 'ต่อ', 'การ', 'ให้', 'บริการ', 'ใน', 'ทาง', 'หลวง', 'พิเศษ', ' ', 'ปี', ' ', '2551']
215	215	216	พัฒนาและสนับสนุนระบบที่ปรึกษาธุรกิจ	2551	5/8/2008	6/30/2009	ปิดโครงการ	รองศาสตราจารย์	เยาวมาลย์	เมธาภิรักษ์	สำนักงานส่งเสริมวิสาหกิจขนาดกลางและขนาดย่อม	['พัฒนา', 'และ', 'สนับสนุน', 'ระบบ', 'ที่ปรึกษา', 'ธุรกิจ']
216	216	217	ปรับปรุงแก้ไขพระราชบัญญัติรักษาความสะอาดและความเป็นระเบียบเรียบร้อยของบ้านเมือง พ.ศ.2535	2551	12/9/2008	3/31/2009	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	เอกบุญ	วงศ์สวัสดิ์กุล	กรมส่งเสริมการปกครองท้องถิ่น	['ปรับปรุง', 'แก้ไข', 'พระราชบัญญัติ', 'รักษา', 'ความ', 'สะอาด', 'และ', 'ความ', 'เป็น', 'ระเบียบเรียบร้อย', 'ของ', 'บ้านเมือง', ' ', 'พ.ศ.', '2535']
217	217	218	ศึกษาวิจัยปรับปรุงกฎระเบียบภายในที่เกี่ยวข้องในการดำเนินงานของสถาบันวิจัยและพัฒนาพื้นที่สูง (องค์การมหาชน)	2551	12/7/2007	7/3/2008	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	เอกบุญ	วงศ์สวัสดิ์กุล	สถาบันวิจัยและพัฒนาพื้นที่สูง (องค์การมหาชน)	['ศึกษา', 'วิจัย', 'ปรับปรุง', 'กฎระเบียบ', 'ภาย', 'ใน', 'ที่', 'เกี่ยวข้อง', 'ใน', 'การ', 'ดำเนิน', 'งาน', 'ของ', 'สถาบันวิจัยและพัฒนา', 'พื้นที่', 'สูง', ' ', '(', 'องค์การมหาชน', ')']
218	218	219	ฝึกอบรมพัฒนาศักยภาพของผู้บริหารภาครัฐด้านการเงินการคลัง ประจำปี 2551	2551	7/28/2008	8/1/2008	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	เอกบุญ	วงศ์สวัสดิ์กุล	กรมบัญชีกลาง	['ฝึกอบรม', 'พัฒนา', 'ศักยภาพ', 'ของ', 'ผู้', 'บริหาร', 'ภาค', 'รัฐ', 'ด้าน', 'การ', 'เงิน', 'การคลัง', ' ', 'ประจำ', 'ปี', ' ', '2551']
219	219	220	ให้คำปรึกษาและส่งเสริมด้านวิชาการในการทำงานสายงานการเงินและบัญชี	2551	8/27/2007	11/23/2007	ปิดโครงการ	รองศาสตราจารย์ ดร.	แก้วตา	โรหิตรัตนะ	บริษัท ปตท.สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน)	['ให้', 'คำ', 'ปรึกษา', 'และ', 'ส่งเสริม', 'ด้าน', 'วิชาการ', 'ใน', 'การ', 'ทำ', 'งาน', 'สาย', 'งาน', 'การ', 'เงิน', 'และ', 'บัญชี']
220	220	221	สร้างกลยุทธ์ด้านความรับผิดชอบต่อสังคมของธนาคารออมสิน	2551	10/26/2007	12/15/2007	ปิดโครงการ	รองศาสตราจารย์ ดร.	แก้วตา	โรหิตรัตนะ	ธนาคารออมสิน	['สร้าง', 'กลยุทธ์', 'ด้าน', 'ความ', 'รับผิดชอบ', 'ต่อ', 'สังคม', 'ของ', 'ธนาคารออมสิน']
221	221	222	เสริมสร้างธรรมาภิบาลและความโปร่งใสในองค์กรปกครองส่วนท้องถิ่น	2551	5/28/2008	12/15/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	โกวิทย์	พวงงาม	กรมส่งเสริมการปกครองท้องถิ่น	['เสริมสร้าง', 'ธรรมาภิบาล', 'และ', 'ความ', 'โปร่งใส', 'ใน', 'องค์กร', 'ปกครอง', 'ส่วนท้องถิ่น']
222	222	223	จัดทำหลักสูตรการฝึกอบรมอาสาสมัครรักษาดินแดน และหัวหน้ากลุ่มผู้หนีภัยในพื้นที่พักพิงชั่วคราวบริเวณชายแดนไทย-พม่า เรื่อง สิทธิมนุษยชนและการคุ้มครองสิทธิเสรีภาพตามกระบวนการยุติธรรม	2551	12/14/2007	1/31/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	โกวิทย์	พวงงาม	กรมคุ้มครองสิทธิและเสรีภาพ	['จัดทำ', 'หลักสูตร', 'การ', 'ฝึกอบรม', 'อาสา', 'สมัคร', 'รักษา', 'ดินแดน', ' ', 'และ', 'หัวหน้า', 'กลุ่ม', 'ผู้', 'หนี', 'ภัย', 'ใน', 'พื้นที่', 'พักพิง', 'ชั่วคราว', 'บริเวณ', 'ชาย', 'แดน', 'ไทย', '-', 'พม่า', ' ', 'เรื่อง', ' ', 'สิทธิ', 'มนุษยชน', 'และ', 'การ', 'คุ้มครอง', 'สิทธิ', 'เสรีภาพ', 'ตาม', 'กระบวนการ', 'ยุติธรรม']
223	223	224	จัดทำระบบและพัฒนาระบบสวัสดิการและเสริมสร้างคุณภาพชีวิต	2551	8/29/2008	4/30/2009	ปิดโครงการ	รองศาสตราจารย์ ดร.	โกวิทย์	พวงงาม	สำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ	['จัดทำ', 'ระบบ', 'และ', 'พัฒนา', 'ระบบ', 'สวัสดิการ', 'และ', 'เสริมสร้าง', 'คุณภาพ', 'ชีวิต']
224	224	225	สรรหากรรมการสภาวิชาชีพวิทยาศาสตร์และเทคโนโลยี และกำหนดกลุ่มวิชาชีพวิทยาศาสตร์และเทคโนโลยี และเกณฑ์มาตรฐานสาขาวิชาชีพวิทยาศาสตร์และเทคโนโลยีควบคุม	2551	9/9/2008	7/31/2009	ปิดโครงการ	อาจารย์ ดร.	ไตรเทพ	วิชย์โกวิทเทน	สำนักงานปลัดกระทรวงวิทยาศาสตร์และเทคโนโลยี	['สรรหา', 'กรรมการ', 'สภา', 'วิชาชีพ', 'วิทยาศาสตร์และเทคโนโลยี', ' ', 'และ', 'กำหนด', 'กลุ่ม', 'วิชาชีพ', 'วิทยาศาสตร์และเทคโนโลยี', ' ', 'และ', 'เกณฑ์', 'มาตรฐาน', 'สาขา', 'วิชา', 'ชีพ', 'วิทยาศาสตร์และ', 'เทคโนโลยี', 'ควบคุม']
225	225	226	ฝึกอบรมหลักสูตรการจัดทำคำวินิจฉัยคำคัดค้านและคำวินิจฉัยอุทธรณ์ภาษี รุ่นที่ 5	2551	8/4/2008	8/8/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'การ', 'จัดทำ', 'คำ', 'วินิจฉัย', 'คำ', 'คัดค้าน', 'และ', 'คำ', 'วินิจฉัย', 'อุทธรณ์', 'ภาษี', ' ', 'รุ่น', 'ที่', ' ', '5']
226	226	227	ฝึกอบรมหลักสูตรการจัดทำคำวินิจฉัยคำคัดค้านและคำวินิจฉัยอุทธรณ์ภาษี รุ่นที่ 3	2551	7/21/2008	7/25/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'การ', 'จัดทำ', 'คำ', 'วินิจฉัย', 'คำ', 'คัดค้าน', 'และ', 'คำ', 'วินิจฉัย', 'อุทธรณ์', 'ภาษี', ' ', 'รุ่น', 'ที่', ' ', '3']
227	227	228	ฝึกอบรมหลักสูตรการจัดทำคำวินิจฉัยคำคัดค้านและคำวินิจฉัยอุทธรณ์ภาษี รุ่นที่ 2	2551	7/7/2008	7/11/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'การ', 'จัดทำ', 'คำ', 'วินิจฉัย', 'คำ', 'คัดค้าน', 'และ', 'คำ', 'วินิจฉัย', 'อุทธรณ์', 'ภาษี', ' ', 'รุ่น', 'ที่', ' ', '2']
228	228	229	ฝึกอบรมหลักสูตรการจัดทำคำวินิจฉัยคำคัดค้านและคำวินิจฉัยอุทธรณ์ภาษี รุ่นที่ 4	2551	7/28/2008	8/1/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'การ', 'จัดทำ', 'คำ', 'วินิจฉัย', 'คำ', 'คัดค้าน', 'และ', 'คำ', 'วินิจฉัย', 'อุทธรณ์', 'ภาษี', ' ', 'รุ่น', 'ที่', ' ', '4']
229	229	230	ฝึกอบรมหลักสูตรการจัดทำสำนวนคดี รุ่นที่ 1	2551	3/31/2008	4/4/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'การ', 'จัดทำ', 'สำนวน', 'คดี', ' ', 'รุ่น', 'ที่', ' ', '1']
230	230	231	ฝึกอบรมหลักสูตรการจัดทำสำนวนคดี รุ่นที่ 2	2551	4/21/2008	4/25/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'การ', 'จัดทำ', 'สำนวน', 'คดี', ' ', 'รุ่น', 'ที่', ' ', '2']
231	231	232	ฝึกอบรมหลักสูตรการจัดทำสำนวนคดี รุ่นที่ 3	2551	4/28/2008	5/2/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'การ', 'จัดทำ', 'สำนวน', 'คดี', ' ', 'รุ่น', 'ที่', ' ', '3']
232	232	233	ฝึกอบรมหลักสูตรการจัดทำสำนวนคดี รุ่นที่ 4	2551	5/12/2008	5/16/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'การ', 'จัดทำ', 'สำนวน', 'คดี', ' ', 'รุ่น', 'ที่', ' ', '4']
233	233	234	ฝึกอบรมหลักสูตรการจัดทำสำนวนคดี รุ่นที่ 5	2551	6/23/2008	6/27/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'การ', 'จัดทำ', 'สำนวน', 'คดี', ' ', 'รุ่น', 'ที่', ' ', '5']
234	234	235	ฝึกอบรมหลักสูตรการจัดทำคำวินิจฉัยคำคัดค้านและคำวินิจฉัยอุทธรณ์ภาษี รุ่นที่ 1	2551	6/30/2008	7/4/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'การ', 'จัดทำ', 'คำ', 'วินิจฉัย', 'คำ', 'คัดค้าน', 'และ', 'คำ', 'วินิจฉัย', 'อุทธรณ์', 'ภาษี', ' ', 'รุ่น', 'ที่', ' ', '1']
235	235	236	จ้างที่ปรึกษาเพื่อพัฒนาบุคลากร ประจำปีงบประมาณ 2551	2551	11/2/2007	7/29/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	สำนักงานคณะกรรมการอ้อยและน้ำตาลทราย	['จ้าง', 'ที่ปรึกษา', 'เพื่อ', 'พัฒนา', 'บุคลากร', ' ', 'ประจำ', 'ปี', 'งบ', 'ประมาณ', ' ', '2551']
236	236	237	ฝึกอบรมหลักสูตรกฎหมายปกครองสำหรับกรมสรรพสามิต รุ่นที่ 5	2551	11/12/2007	11/16/2007	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'กฎหมาย', 'ปกครอง', 'สำหรับ', 'กรม', 'สรรพสามิต', ' ', 'รุ่น', 'ที่', ' ', '5']
237	237	238	ฝึกอบรมหลักสูตรกฎหมายปกครองสำหรับกรมสรรพสามิต รุ่นที่ 1	2551	10/8/2007	10/12/2007	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'กฎหมาย', 'ปกครอง', 'สำหรับ', 'กรม', 'สรรพสามิต', ' ', 'รุ่น', 'ที่', ' ', '1']
238	238	239	ฝึกอบรมหลักสูตรกฎหมายปกครองสำหรับกรมสรรพสามิต รุ่นที่ 2	2551	10/15/2007	10/19/2007	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'กฎหมาย', 'ปกครอง', 'สำหรับ', 'กรม', 'สรรพสามิต', ' ', 'รุ่น', 'ที่', ' ', '2']
239	239	240	ฝึกอบรมหลักสูตรกฎหมายปกครองสำหรับกรมสรรพสามิต รุ่นที่ 3	2551	10/29/2007	11/2/2007	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'กฎหมาย', 'ปกครอง', 'สำหรับ', 'กรม', 'สรรพสามิต', ' ', 'รุ่น', 'ที่', ' ', '3']
240	240	241	ฝึกอบรมหลักสูตรกฎหมายปกครองสำหรับกรมสรรพสามิต รุ่นที่ 4	2551	11/5/2007	11/9/2007	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมสรรพสามิต	['ฝึกอบรม', 'หลักสูตร', 'กฎหมาย', 'ปกครอง', 'สำหรับ', 'กรม', 'สรรพสามิต', ' ', 'รุ่น', 'ที่', ' ', '4']
241	241	242	ฝึกอบรมหลักสูตรการเสริมสร้างสมรรถนะคณะผู้บริหารคลังประจำจังหวัด รุ่นที่ 7	2551	5/26/2008	5/31/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมบัญชีกลาง	['ฝึกอบรม', 'หลักสูตร', 'การ', 'เสริมสร้าง', 'สมรรถนะ', 'คณะ', 'ผู้', 'บริหาร', 'คลัง', 'ประจำ', 'จังหวัด', ' ', 'รุ่น', 'ที่', ' ', '7']
242	242	243	ฝึกอบรมหลักสูตรการเสริมสร้างสมรรถนะคณะผู้บริหารคลังประจำจังหวัด รุ่นที่ 1	2551	2/11/2008	2/16/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมบัญชีกลาง	['ฝึกอบรม', 'หลักสูตร', 'การ', 'เสริมสร้าง', 'สมรรถนะ', 'คณะ', 'ผู้', 'บริหาร', 'คลัง', 'ประจำ', 'จังหวัด', ' ', 'รุ่น', 'ที่', ' ', '1']
243	243	244	ฝึกอบรมหลักสูตรการเสริมสร้างสมรรถนะคณะผู้บริหารคลังประจำจังหวัด รุ่นที่ 3	2551	3/10/2008	3/15/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมบัญชีกลาง	['ฝึกอบรม', 'หลักสูตร', 'การ', 'เสริมสร้าง', 'สมรรถนะ', 'คณะ', 'ผู้', 'บริหาร', 'คลัง', 'ประจำ', 'จังหวัด', ' ', 'รุ่น', 'ที่', ' ', '3']
244	244	245	ฝึกอบรมหลักสูตรการเสริมสร้างสมรรถนะคณะผู้บริหารคลังประจำจังหวัด รุ่นที่ 4	2551	3/24/2008	3/29/2008	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์	โภคพลากรณ์	กรมบัญชีกลาง	['ฝึกอบรม', 'หลักสูตร', 'การ', 'เสริมสร้าง', 'สมรรถนะ', 'คณะ', 'ผู้', 'บริหาร', 'คลัง', 'ประจำ', 'จังหวัด', ' ', 'รุ่น', 'ที่', ' ', '4']
